;$FILEVERSION=2.0
;$STARTTIME=45232.8661187384
;$COLUMNS=N,O,T,I,d,l,D
;
;   Start time: 2023/11/2 20:47:12.659.0
;   Generated by PCAN-View v4.3.4.615
;-------------------------------------------------------------------------------
;   Connection                 Bit rate
   6539     13875.802 DT     0201 Rx 6  0F 00 A7 34 03 00 
   6540     13876.532 DT     0181 Rx 8  00 80 37 92 D5 1D 03 00 
   6541     13876.652 DT     0281 Rx 8  00 00 00 00 98 98 1A 00 
   6542     13879.688 DT     0080 Rx 0  
   6543     13879.792 DT     0201 Rx 6  0F 00 B4 52 03 00 
   6544     13880.400 DT     0181 Rx 8  00 80 37 92 63 3C 03 00 
   6545     13880.521 DT     0281 Rx 8  00 00 00 00 D8 22 1E 00 
   6546     13883.677 DT     0080 Rx 0  
   6547     13883.781 DT     0201 Rx 6  0F 00 3A 71 03 00 
   6548     13884.514 DT     0181 Rx 8  00 80 37 92 52 5B 03 00 
   6549     13884.636 DT     0281 Rx 8  00 00 00 00 A8 24 1F 00 
   6550     13887.667 DT     0080 Rx 0  
   6551     13887.771 DT     0201 Rx 6  0F 00 38 90 03 00 
   6552     13888.489 DT     0181 Rx 8  00 80 37 92 A3 78 03 00 
   6553     13888.611 DT     0281 Rx 8  00 00 00 00 40 65 1E 00 
   6554     13891.657 DT     0080 Rx 0  
   6555     13891.759 DT     0201 Rx 6  0F 00 AC AF 03 00 
   6556     13892.479 DT     0181 Rx 8  00 80 37 92 1A 98 03 00 
   6557     13892.601 DT     0281 Rx 8  00 00 00 00 88 DC 1D 00 
   6558     13895.646 DT     0080 Rx 0  
   6559     13895.748 DT     0201 Rx 6  0F 00 96 CF 03 00 
   6560     13896.526 DT     0181 Rx 8  00 80 37 92 5D B8 03 00 
   6561     13896.646 DT     0281 Rx 8  00 00 00 00 88 D6 1E 00 
   6562     13899.637 DT     0080 Rx 0  
   6563     13899.738 DT     0201 Rx 6  0F 00 F3 EF 03 00 
   6564     13900.482 DT     0181 Rx 8  00 80 37 92 3E D7 03 00 
   6565     13900.604 DT     0281 Rx 8  00 00 00 00 08 0F 20 00 
   6566     13903.625 DT     0080 Rx 0  
   6567     13903.728 DT     0201 Rx 6  0F 00 C2 10 04 00 
   6568     13904.387 DT     0181 Rx 8  00 80 37 92 1C F8 03 00 
   6569     13904.509 DT     0281 Rx 8  00 00 00 00 90 A5 1F 00 
   6570     13907.617 DT     0080 Rx 0  
   6571     13907.721 DT     0201 Rx 6  0F 00 03 32 04 00 
   6572     13908.517 DT     0181 Rx 8  00 80 37 92 E1 18 04 00 
   6573     13908.639 DT     0281 Rx 8  00 00 00 00 28 EC 1D 00 
   6574     13911.604 DT     0080 Rx 0  
   6575     13911.708 DT     0201 Rx 6  0F 00 B3 53 04 00 
   6576     13912.515 DT     0181 Rx 8  00 80 37 92 0C 3A 04 00 
   6577     13912.637 DT     0281 Rx 8  00 00 00 00 B0 ED 20 00 
   6578     13915.594 DT     0080 Rx 0  
   6579     13915.698 DT     0201 Rx 6  0F 00 D2 75 04 00 
   6580     13916.470 DT     0181 Rx 8  00 80 37 92 CA 5C 04 00 
   6581     13916.589 DT     0281 Rx 8  00 00 00 00 50 F1 22 00 
   6582     13919.584 DT     0080 Rx 0  
   6583     13919.688 DT     0201 Rx 6  0F 00 5F 98 04 00 
   6584     13920.505 DT     0181 Rx 8  00 80 37 92 F9 7D 04 00 
   6585     13920.627 DT     0281 Rx 8  00 00 00 00 08 09 21 00 
   6586     13923.572 DT     0080 Rx 0  
   6587     13923.677 DT     0201 Rx 6  0F 00 56 BB 04 00 
   6588     13924.469 DT     0181 Rx 8  00 80 37 92 1C A1 04 00 
   6589     13924.591 DT     0281 Rx 8  00 00 00 00 E0 56 23 00 
   6590     13927.564 DT     0080 Rx 0  
   6591     13927.668 DT     0201 Rx 6  0F 00 B8 DE 04 00 
   6592     13928.502 DT     0181 Rx 8  00 80 37 92 2D C4 04 00 
   6593     13928.624 DT     0281 Rx 8  00 00 00 00 F8 E1 20 00 
   6594     13931.553 DT     0080 Rx 0  
   6595     13931.655 DT     0201 Rx 6  0F 00 83 02 05 00 
   6596     13932.460 DT     0181 Rx 8  00 80 37 92 44 E7 04 00 
   6597     13932.579 DT     0281 Rx 8  00 00 00 00 58 49 22 00 
   6598     13935.543 DT     0080 Rx 0  
   6599     13935.645 DT     0201 Rx 6  0F 00 B5 26 05 00 
   6600     13936.492 DT     0181 Rx 8  00 80 37 92 94 0C 05 00 
   6601     13936.617 DT     0281 Rx 8  00 00 00 00 40 41 24 00 
   6602     13939.533 DT     0080 Rx 0  
   6603     13939.635 DT     0201 Rx 6  0F 00 4E 4B 05 00 
   6604     13940.475 DT     0181 Rx 8  00 80 37 92 47 2F 05 00 
   6605     13940.595 DT     0281 Rx 8  00 00 00 00 B8 B6 22 00 
   6606     13943.521 DT     0080 Rx 0  
   6607     13943.625 DT     0201 Rx 6  0F 00 4A 70 05 00 
   6608     13944.435 DT     0181 Rx 8  00 80 37 92 01 55 05 00 
   6609     13944.554 DT     0281 Rx 8  00 00 00 00 98 CD 26 00 
   6610     13947.512 DT     0080 Rx 0  
   6611     13947.614 DT     0201 Rx 6  0F 00 AA 95 05 00 
   6612     13948.444 DT     0181 Rx 8  00 80 37 92 7B 79 05 00 
   6613     13948.566 DT     0281 Rx 8  00 00 00 00 70 C2 22 00 
   6614     13951.500 DT     0080 Rx 0  
   6615     13951.602 DT     0201 Rx 6  0F 00 6B BB 05 00 
   6616     13952.481 DT     0181 Rx 8  00 80 37 92 0C 9F 05 00 
   6617     13952.599 DT     0281 Rx 8  00 00 00 00 58 B4 25 00 
   6618     13955.490 DT     0080 Rx 0  
   6619     13955.592 DT     0201 Rx 6  0F 00 8C E1 05 00 
   6620     13956.430 DT     0181 Rx 8  00 80 37 92 12 C5 05 00 
   6621     13956.549 DT     0281 Rx 8  00 00 00 00 70 BC 23 00 
   6622     13959.479 DT     0080 Rx 0  
   6623     13959.583 DT     0201 Rx 6  0F 00 0B 08 06 00 
   6624     13960.439 DT     0181 Rx 8  00 80 37 92 FF EA 05 00 
   6625     13960.559 DT     0281 Rx 8  00 00 00 00 D8 F2 25 00 
   6626     13963.470 DT     0080 Rx 0  
   6627     13963.569 DT     0201 Rx 6  0F 00 E7 2E 06 00 
   6628     13964.453 DT     0181 Rx 8  00 80 37 92 3B 12 06 00 
   6629     13964.575 DT     0281 Rx 8  00 00 00 00 E8 1F 25 00 
   6630     13967.458 DT     0080 Rx 0  
   6631     13967.562 DT     0201 Rx 6  0F 00 1E 56 06 00 
   6632     13968.321 DT     0181 Rx 8  00 80 37 92 F7 37 06 00 
   6633     13968.442 DT     0281 Rx 8  00 00 00 00 10 43 25 00 
   6634     13971.446 DT     0080 Rx 0  
   6635     13971.550 DT     0201 Rx 6  0F 00 AF 7D 06 00 
   6636     13972.430 DT     0181 Rx 8  00 80 37 92 77 60 06 00 
   6637     13972.552 DT     0281 Rx 8  00 00 00 00 20 DB 27 00 
   6638     13975.434 DT     0080 Rx 0  
   6639     13975.535 DT     0201 Rx 6  0F 00 98 A5 06 00 
   6640     13976.417 DT     0181 Rx 8  00 80 37 92 69 87 06 00 
   6641     13976.539 DT     0281 Rx 8  00 00 00 00 90 FE 25 00 
   6642     13979.427 DT     0080 Rx 0  
   6643     13979.529 DT     0201 Rx 6  0F 00 D8 CD 06 00 
   6644     13980.457 DT     0181 Rx 8  00 80 37 92 6A B0 06 00 
   6645     13980.580 DT     0281 Rx 8  00 00 00 00 28 9E 2A 00 
   6646     13983.416 DT     0080 Rx 0  
   6647     13983.517 DT     0201 Rx 6  0F 00 6C F6 06 00 
   6648     13984.311 DT     0181 Rx 8  00 80 37 92 BB D7 06 00 
   6649     13984.432 DT     0281 Rx 8  00 00 00 00 98 4A 27 00 
   6650     13987.406 DT     0080 Rx 0  
   6651     13987.510 DT     0201 Rx 6  0F 00 54 1F 07 00 
   6652     13988.425 DT     0181 Rx 8  00 80 37 92 DD 00 07 00 
   6653     13988.546 DT     0281 Rx 8  00 00 00 00 58 19 2A 00 
   6654     13991.394 DT     0080 Rx 0  
   6655     13991.495 DT     0201 Rx 6  0F 00 8D 48 07 00 
   6656     13992.320 DT     0181 Rx 8  00 80 37 92 85 29 07 00 
   6657     13992.440 DT     0281 Rx 8  00 00 00 00 C0 6D 27 00 
   6658     13995.381 DT     0080 Rx 0  
   6659     13995.485 DT     0201 Rx 6  0F 00 16 72 07 00 
   6660     13996.445 DT     0181 Rx 8  00 80 37 92 90 52 07 00 
   6661     13996.567 DT     0281 Rx 8  00 00 00 00 48 F8 28 00 
   6662     13999.373 DT     0080 Rx 0  
   6663     13999.472 DT     0201 Rx 6  0F 00 ED 9B 07 00 
   6664     14000.292 DT     0181 Rx 8  00 80 37 92 A7 7C 07 00 
   6665     14000.414 DT     0281 Rx 8  00 00 00 00 A8 6B 28 00 
   6666     14003.361 DT     0080 Rx 0  
   6667     14003.463 DT     0201 Rx 6  0F 00 10 C6 07 00 
   6668     14004.406 DT     0181 Rx 8  00 80 37 92 5D A6 07 00 
   6669     14004.525 DT     0281 Rx 8  00 00 00 00 20 52 29 00 
   6670     14007.349 DT     0080 Rx 0  
   6671     14007.455 DT     0201 Rx 6  0F 00 7F F0 07 00 
   6672     14008.285 DT     0181 Rx 8  00 80 37 92 C3 D0 07 00 
   6673     14008.407 DT     0281 Rx 8  00 00 00 00 88 17 29 00 
   6674     14011.339 DT     0080 Rx 0  
   6675     14011.442 DT     0201 Rx 6  0F 00 36 1B 08 00 
   6676     14012.416 DT     0181 Rx 8  00 80 37 92 FB FA 07 00 
   6677     14012.536 DT     0281 Rx 8  00 00 00 00 E0 AF 29 00 
   6678     14015.329 DT     0080 Rx 0  
   6679     14015.430 DT     0201 Rx 6  0F 00 35 46 08 00 
   6680     14016.397 DT     0181 Rx 8  00 80 37 92 D9 25 08 00 
   6681     14016.519 DT     0281 Rx 8  00 00 00 00 38 4E 29 00 
   6682     14019.320 DT     0080 Rx 0  
   6683     14019.421 DT     0201 Rx 6  0F 00 79 71 08 00 
   6684     14020.290 DT     0181 Rx 8  00 80 37 92 69 50 08 00 
   6685     14020.415 DT     0281 Rx 8  00 00 00 00 80 36 2B 00 
   6686     14022.203 DT     0701 Rx 1  05 
   6687     14023.307 DT     0080 Rx 0  
   6688     14023.411 DT     0201 Rx 6  0F 00 01 9D 08 00 
   6689     14024.409 DT     0181 Rx 8  00 80 37 92 15 7C 08 00 
   6690     14024.529 DT     0281 Rx 8  00 00 00 00 78 6D 29 00 
   6691     14027.296 DT     0080 Rx 0  
   6692     14027.397 DT     0201 Rx 6  0F 00 CC C8 08 00 
   6693     14028.368 DT     0181 Rx 8  00 80 37 92 07 A8 08 00 
   6694     14028.490 DT     0281 Rx 8  00 00 00 00 B0 A5 2C 00 
   6695     14031.285 DT     0080 Rx 0  
   6696     14031.386 DT     0201 Rx 6  0F 00 D6 F4 08 00 
   6697     14032.375 DT     0181 Rx 8  00 80 37 92 98 D3 08 00 
   6698     14032.494 DT     0281 Rx 8  00 00 00 00 68 46 29 00 
   6699     14035.275 DT     0080 Rx 0  
   6700     14035.376 DT     0201 Rx 6  0F 00 20 21 09 00 
   6701     14036.268 DT     0181 Rx 8  00 80 37 92 15 00 09 00 
   6702     14036.389 DT     0281 Rx 8  00 00 00 00 30 5B 2E 00 
   6703     14039.264 DT     0080 Rx 0  
   6704     14039.365 DT     0201 Rx 6  0F 00 A5 4D 09 00 
   6705     14040.364 DT     0181 Rx 8  00 80 37 92 13 2C 09 00 
   6706     14040.486 DT     0281 Rx 8  00 00 00 00 90 E6 29 00 
   6707     14043.253 DT     0080 Rx 0  
   6708     14043.355 DT     0201 Rx 6  0F 00 66 7A 09 00 
   6709     14044.397 DT     0181 Rx 8  00 80 37 92 63 59 09 00 
   6710     14044.521 DT     0281 Rx 8  00 00 00 00 C0 BA 2F 00 
   6711     14047.241 DT     0080 Rx 0  
   6712     14047.345 DT     0201 Rx 6  0F 00 60 A7 09 00 
   6713     14048.367 DT     0181 Rx 8  00 80 37 92 96 85 09 00 
   6714     14048.489 DT     0281 Rx 8  00 00 00 00 48 E6 2B 00 
   6715     14051.231 DT     0080 Rx 0  
   6716     14051.332 DT     0201 Rx 6  0F 00 92 D4 09 00 
   6717     14052.263 DT     0181 Rx 8  00 80 37 92 1E B3 09 00 
   6718     14052.385 DT     0281 Rx 8  00 00 00 00 88 7C 2D 00 
   6719     14055.219 DT     0080 Rx 0  
   6720     14055.321 DT     0201 Rx 6  0F 00 F9 01 0A 00 
   6721     14056.352 DT     0181 Rx 8  00 80 37 92 C9 DF 09 00 
   6722     14056.474 DT     0281 Rx 8  00 00 00 00 C8 24 2C 00 
   6723     14059.206 DT     0080 Rx 0  
   6724     14059.307 DT     0201 Rx 6  0F 00 93 2F 0A 00 
   6725     14060.380 DT     0181 Rx 8  00 80 37 92 C9 0D 0A 00 
   6726     14060.502 DT     0281 Rx 8  00 00 00 00 88 82 2C 00 
   6727     14063.195 DT     0080 Rx 0  
   6728     14063.299 DT     0201 Rx 6  0F 00 5F 5D 0A 00 
   6729     14064.257 DT     0181 Rx 8  00 80 37 92 C3 3A 0A 00 
   6730     14064.379 DT     0281 Rx 8  00 00 00 00 10 13 2D 00 
   6731     14067.183 DT     0080 Rx 0  
   6732     14067.287 DT     0201 Rx 6  0F 00 5C 8B 0A 00 
   6733     14068.388 DT     0181 Rx 8  00 80 37 92 E4 68 0A 00 
   6734     14068.512 DT     0281 Rx 8  00 00 00 00 F0 4D 2B 00 
   6735     14071.171 DT     0080 Rx 0  
   6736     14071.273 DT     0201 Rx 6  0F 00 86 B9 0A 00 
   6737     14072.344 DT     0181 Rx 8  00 80 37 92 BC 96 0A 00 
   6738     14072.466 DT     0281 Rx 8  00 00 00 00 F0 41 2D 00 
   6739     14075.162 DT     0080 Rx 0  
   6740     14075.261 DT     0201 Rx 6  0F 00 DD E7 0A 00 
   6741     14076.365 DT     0181 Rx 8  00 80 37 92 46 C5 0A 00 
   6742     14076.487 DT     0281 Rx 8  00 00 00 00 30 67 2C 00 
   6743     14079.149 DT     0080 Rx 0  
   6744     14079.251 DT     0201 Rx 6  0F 00 5E 16 0B 00 
   6745     14080.329 DT     0181 Rx 8  00 80 37 92 21 F3 0A 00 
   6746     14080.451 DT     0281 Rx 8  00 00 00 00 48 E0 2C 00 
   6747     14083.138 DT     0080 Rx 0  
   6748     14083.240 DT     0201 Rx 6  0F 00 07 45 0B 00 
   6749     14084.368 DT     0181 Rx 8  00 80 37 92 09 22 0B 00 
   6750     14084.490 DT     0281 Rx 8  00 00 00 00 18 E8 2C 00 
   6751     14087.129 DT     0080 Rx 0  
   6752     14087.228 DT     0201 Rx 6  0F 00 D8 73 0B 00 
   6753     14088.326 DT     0181 Rx 8  00 80 37 92 3E 50 0B 00 
   6754     14088.448 DT     0281 Rx 8  00 00 00 00 10 13 2D 00 
   6755     14091.115 DT     0080 Rx 0  
   6756     14091.219 DT     0201 Rx 6  0F 00 CC A2 0B 00 
   6757     14092.233 DT     0181 Rx 8  00 80 37 92 BE 7F 0B 00 
   6758     14092.353 DT     0281 Rx 8  00 00 00 00 C8 9B 2D 00 
   6759     14095.104 DT     0080 Rx 0  
   6760     14095.206 DT     0201 Rx 6  0F 00 E4 D1 0B 00 
   6761     14096.346 DT     0181 Rx 8  00 80 37 92 F7 AE 0B 00 
   6762     14096.465 DT     0281 Rx 8  00 00 00 00 80 9B 2F 00 
   6763     14099.095 DT     0080 Rx 0  
   6764     14099.198 DT     0201 Rx 6  0F 00 1D 01 0C 00 
   6765     14100.298 DT     0181 Rx 8  00 80 37 92 A9 DD 0B 00 
   6766     14100.419 DT     0281 Rx 8  00 00 00 00 00 63 2E 00 
   6767     14103.083 DT     0080 Rx 0  
   6768     14103.187 DT     0201 Rx 6  0F 00 74 30 0C 00 
   6769     14104.172 DT     0181 Rx 8  00 80 37 92 A9 DD 0B 00 
   6770     14104.291 DT     0281 Rx 8  00 00 00 00 D0 E1 2F 00 
   6771     14107.074 DT     0080 Rx 0  
   6772     14107.177 DT     0201 Rx 6  0F 00 E9 5F 0C 00 
   6773     14108.294 DT     0181 Rx 8  00 80 37 92 FA 3B 0C 00 
   6774     14108.416 DT     0281 Rx 8  00 00 00 00 70 FD 2D 00 
   6775     14111.061 DT     0080 Rx 0  
   6776     14111.165 DT     0201 Rx 6  0F 00 79 8F 0C 00 
   6777     14112.326 DT     0181 Rx 8  00 80 37 92 B5 6B 0C 00 
   6778     14112.449 DT     0281 Rx 8  00 00 00 00 48 D4 2E 00 
   6779     14115.050 DT     0080 Rx 0  
   6780     14115.153 DT     0201 Rx 6  0F 00 22 BF 0C 00 
   6781     14116.343 DT     0181 Rx 8  00 80 37 92 FE 9A 0C 00 
   6782     14116.464 DT     0281 Rx 8  00 00 00 00 50 B5 2C 00 
   6783     14119.039 DT     0080 Rx 0  
   6784     14119.143 DT     0201 Rx 6  0F 00 E2 EE 0C 00 
   6785     14120.296 DT     0181 Rx 8  00 80 37 92 2E CB 0C 00 
   6786     14120.415 DT     0281 Rx 8  00 00 00 00 D8 C2 2D 00 
   6787     14123.027 DT     0080 Rx 0  
   6788     14123.131 DT     0201 Rx 6  0F 00 B8 1E 0D 00 
   6789     14124.327 DT     0181 Rx 8  00 80 37 92 84 FA 0C 00 
   6790     14124.449 DT     0281 Rx 8  00 00 00 00 10 8A 2E 00 
   6791     14127.017 DT     0080 Rx 0  
   6792     14127.118 DT     0201 Rx 6  0F 00 A1 4E 0D 00 
   6793     14128.295 DT     0181 Rx 8  00 80 37 92 E1 2A 0D 00 
   6794     14128.420 DT     0281 Rx 8  00 00 00 00 C0 C0 2E 00 
   6795     14131.003 DT     0080 Rx 0  
   6796     14131.105 DT     0201 Rx 6  0F 00 9C 7E 0D 00 
   6797     14132.186 DT     0181 Rx 8  00 80 37 92 01 5B 0D 00 
   6798     14132.307 DT     0281 Rx 8  00 00 00 00 20 99 32 00 
   6799     14134.991 DT     0080 Rx 0  
   6800     14135.097 DT     0201 Rx 6  0F 00 A6 AE 0D 00 
   6801     14136.281 DT     0181 Rx 8  00 80 37 92 CC 8A 0D 00 
   6802     14136.403 DT     0281 Rx 8  00 00 00 00 08 32 2F 00 
   6803     14138.981 DT     0080 Rx 0  
   6804     14139.087 DT     0201 Rx 6  0F 00 BE DE 0D 00 
   6805     14140.317 DT     0181 Rx 8  00 80 37 92 02 BB 0D 00 
   6806     14140.437 DT     0281 Rx 8  00 00 00 00 C0 BA 2F 00 
   6807     14142.969 DT     0080 Rx 0  
   6808     14143.071 DT     0201 Rx 6  0F 00 E2 0E 0E 00 
   6809     14144.288 DT     0181 Rx 8  00 80 37 92 4C EA 0D 00 
   6810     14144.410 DT     0281 Rx 8  00 00 00 00 68 AB 2D 00 
   6811     14146.960 DT     0080 Rx 0  
   6812     14147.061 DT     0201 Rx 6  0F 00 0F 3F 0E 00 
   6813     14148.184 DT     0181 Rx 8  00 80 37 92 26 1B 0E 00 
   6814     14148.303 DT     0281 Rx 8  00 00 00 00 70 FD 2D 00 
   6815     14150.948 DT     0080 Rx 0  
   6816     14151.049 DT     0201 Rx 6  0F 00 45 6F 0E 00 
   6817     14152.271 DT     0181 Rx 8  00 80 37 92 42 4A 0E 00 
   6818     14152.393 DT     0281 Rx 8  00 00 00 00 20 3A 2D 00 
   6819     14154.937 DT     0080 Rx 0  
   6820     14155.038 DT     0201 Rx 6  0F 00 80 9F 0E 00 
   6821     14156.248 DT     0181 Rx 8  00 80 37 92 6F 7B 0E 00 
   6822     14156.372 DT     0281 Rx 8  00 00 00 00 E0 08 30 00 
   6823     14158.926 DT     0080 Rx 0  
   6824     14159.028 DT     0201 Rx 6  0F 00 BF CF 0E 00 
   6825     14159.302 DT     0181 Rx 8  00 80 37 92 7A 9F 0E 00 
   6826     14159.423 DT     0281 Rx 8  00 00 00 00 70 74 2F 00 
   6827     14162.915 DT     0080 Rx 0  
   6828     14163.017 DT     0201 Rx 6  0F 00 FF FF 0E 00 
   6829     14163.253 DT     0181 Rx 8  00 80 37 92 A0 CF 0E 00 
   6830     14163.376 DT     0281 Rx 8  00 00 00 00 90 C8 2E 00 
   6831     14166.903 DT     0080 Rx 0  
   6832     14167.007 DT     0201 Rx 6  0F 00 40 30 0F 00 
   6833     14167.154 DT     0181 Rx 8  00 80 37 92 01 00 0F 00 
   6834     14167.276 DT     0281 Rx 8  00 00 00 00 C8 06 31 00 
   6835     14170.893 DT     0080 Rx 0  
   6836     14170.997 DT     0201 Rx 6  0F 00 7F 60 0F 00 
   6837     14171.296 DT     0181 Rx 8  00 80 37 92 42 30 0F 00 
   6838     14171.415 DT     0281 Rx 8  00 00 00 00 68 A5 2E 00 
   6839     14174.881 DT     0080 Rx 0  
   6840     14174.985 DT     0201 Rx 6  0F 00 BA 90 0F 00 
   6841     14175.287 DT     0181 Rx 8  00 80 37 92 E7 60 0F 00 
   6842     14175.411 DT     0281 Rx 8  00 00 00 00 50 20 30 00 
   6843     14178.871 DT     0080 Rx 0  
   6844     14178.972 DT     0201 Rx 6  0F 00 F0 C0 0F 00 
   6845     14179.241 DT     0181 Rx 8  00 80 37 92 D7 90 0F 00 
   6846     14179.363 DT     0281 Rx 8  00 00 00 00 00 5D 2F 00 
   6847     14182.860 DT     0080 Rx 0  
   6848     14182.962 DT     0201 Rx 6  0F 00 1D F1 0F 00 
   6849     14183.147 DT     0181 Rx 8  00 80 37 92 37 C1 0F 00 
   6850     14183.270 DT     0281 Rx 8  00 00 00 00 E0 91 2E 00 
   6851     14186.850 DT     0080 Rx 0  
   6852     14186.954 DT     0201 Rx 6  0F 00 41 21 10 00 
   6853     14187.295 DT     0181 Rx 8  00 80 37 92 EA F0 0F 00 
   6854     14187.419 DT     0281 Rx 8  00 00 00 00 58 FB 2E 00 
   6855     14190.838 DT     0080 Rx 0  
   6856     14190.941 DT     0201 Rx 6  0F 00 59 51 10 00 
   6857     14191.273 DT     0181 Rx 8  00 80 37 92 37 21 10 00 
   6858     14191.392 DT     0281 Rx 8  00 00 00 00 C0 43 2E 00 
   6859     14194.828 DT     0080 Rx 0  
   6860     14194.929 DT     0201 Rx 6  0F 00 63 81 10 00 
   6861     14195.227 DT     0181 Rx 8  00 80 37 92 92 50 10 00 
   6862     14195.354 DT     0281 Rx 8  00 00 00 00 38 30 2E 00 
   6863     14198.815 DT     0080 Rx 0  
   6864     14198.917 DT     0201 Rx 6  0F 00 5E B1 10 00 
   6865     14199.125 DT     0181 Rx 8  00 80 37 92 78 81 10 00 
   6866     14199.247 DT     0281 Rx 8  00 00 00 00 D8 39 2F 00 
   6867     14202.805 DT     0080 Rx 0  
   6868     14202.908 DT     0201 Rx 6  0F 00 47 E1 10 00 
   6869     14203.282 DT     0181 Rx 8  00 80 37 92 99 B1 10 00 
   6870     14203.406 DT     0281 Rx 8  00 00 00 00 F0 2F 30 00 
   6871     14206.795 DT     0080 Rx 0  
   6872     14206.897 DT     0201 Rx 6  0F 00 1D 11 11 00 
   6873     14207.262 DT     0181 Rx 8  00 80 37 92 21 E1 10 00 
   6874     14207.382 DT     0281 Rx 8  00 00 00 00 08 B5 2E 00 
   6875     14210.784 DT     0080 Rx 0  
   6876     14210.886 DT     0201 Rx 6  0F 00 DD 40 11 00 
   6877     14211.227 DT     0181 Rx 8  00 80 37 92 9B 11 11 00 
   6878     14211.351 DT     0281 Rx 8  00 00 00 00 88 F9 2D 00 
   6879     14214.775 DT     0080 Rx 0  
   6880     14214.876 DT     0201 Rx 6  0F 00 86 70 11 00 
   6881     14215.120 DT     0181 Rx 8  00 80 37 92 B0 40 11 00 
   6882     14215.242 DT     0281 Rx 8  00 00 00 00 38 AD 2E 00 
   6883     14218.763 DT     0080 Rx 0  
   6884     14218.865 DT     0201 Rx 6  0F 00 16 A0 11 00 
   6885     14219.227 DT     0181 Rx 8  00 80 37 92 B6 70 11 00 
   6886     14219.349 DT     0281 Rx 8  00 00 00 00 60 53 2E 00 
   6887     14222.753 DT     0080 Rx 0  
   6888     14222.855 DT     0201 Rx 6  0F 00 8B CF 11 00 
   6889     14223.194 DT     0181 Rx 8  00 80 37 92 17 A0 11 00 
   6890     14223.316 DT     0281 Rx 8  00 00 00 00 10 8A 2E 00 
   6891     14226.740 DT     0080 Rx 0  
   6892     14226.841 DT     0201 Rx 6  0F 00 E2 FE 11 00 
   6893     14227.252 DT     0181 Rx 8  00 80 37 92 52 CF 11 00 
   6894     14227.373 DT     0281 Rx 8  00 00 00 00 38 B3 2D 00 
   6895     14230.731 DT     0080 Rx 0  
   6896     14230.832 DT     0201 Rx 6  0F 00 1B 2E 12 00 
   6897     14231.187 DT     0181 Rx 8  00 80 37 92 DB FE 11 00 
   6898     14231.308 DT     0281 Rx 8  00 00 00 00 A0 6C 2F 00 
   6899     14234.720 DT     0080 Rx 0  
   6900     14234.823 DT     0201 Rx 6  0F 00 33 5D 12 00 
   6901     14235.197 DT     0181 Rx 8  00 80 37 92 ED 2D 12 00 
   6902     14235.319 DT     0281 Rx 8  00 00 00 00 98 26 2D 00 
   6903     14238.710 DT     0080 Rx 0  
   6904     14238.813 DT     0201 Rx 6  0F 00 27 8C 12 00 
   6905     14239.091 DT     0181 Rx 8  00 80 37 92 37 5D 12 00 
   6906     14239.213 DT     0281 Rx 8  00 00 00 00 90 C2 2F 00 
   6907     14242.699 DT     0080 Rx 0  
   6908     14242.801 DT     0201 Rx 6  0F 00 F8 BA 12 00 
   6909     14243.211 DT     0181 Rx 8  00 80 37 92 37 8C 12 00 
   6910     14243.336 DT     0281 Rx 8  00 00 00 00 B8 6E 2E 00 
   6911     14246.691 DT     0080 Rx 0  
   6912     14246.790 DT     0201 Rx 6  0F 00 A1 E9 12 00 
   6913     14247.233 DT     0181 Rx 8  00 80 37 92 4F BB 12 00 
   6914     14247.354 DT     0281 Rx 8  00 00 00 00 B0 A5 2C 00 
   6915     14250.680 DT     0080 Rx 0  
   6916     14250.782 DT     0201 Rx 6  0F 00 22 18 13 00 
   6917     14251.179 DT     0181 Rx 8  00 80 37 92 60 E9 12 00 
   6918     14251.301 DT     0281 Rx 8  00 00 00 00 C0 C6 2D 00 
   6919     14254.669 DT     0080 Rx 0  
   6920     14254.773 DT     0201 Rx 6  0F 00 79 46 13 00 
   6921     14255.178 DT     0181 Rx 8  00 80 37 92 89 18 13 00 
   6922     14255.300 DT     0281 Rx 8  00 00 00 00 80 AD 2C 00 
   6923     14258.656 DT     0080 Rx 0  
   6924     14258.760 DT     0201 Rx 6  0F 00 A3 74 13 00 
   6925     14259.066 DT     0181 Rx 8  00 80 37 92 D8 45 13 00 
   6926     14259.187 DT     0281 Rx 8  00 00 00 00 48 69 2B 00 
   6927     14262.648 DT     0080 Rx 0  
   6928     14262.748 DT     0201 Rx 6  0F 00 A0 A2 13 00 
   6929     14263.162 DT     0181 Rx 8  00 80 37 92 E0 74 13 00 
   6930     14263.284 DT     0281 Rx 8  00 00 00 00 80 AD 2C 00 
   6931     14266.638 DT     0080 Rx 0  
   6932     14266.739 DT     0201 Rx 6  0F 00 6C D0 13 00 
   6933     14267.066 DT     0181 Rx 8  00 80 37 92 6C A2 13 00 
   6934     14267.186 DT     0281 Rx 8  00 00 00 00 98 2C 2C 00 
   6935     14270.626 DT     0080 Rx 0  
   6936     14270.728 DT     0201 Rx 6  0F 00 06 FE 13 00 
   6937     14271.065 DT     0181 Rx 8  00 80 37 92 56 D0 13 00 
   6938     14271.184 DT     0281 Rx 8  00 00 00 00 98 AF 2B 00 
   6939     14274.616 DT     0080 Rx 0  
   6940     14274.717 DT     0201 Rx 6  0F 00 6D 2B 14 00 
   6941     14275.218 DT     0181 Rx 8  00 80 37 92 0F FE 13 00 
