序号	传输方向	时间标识	状态	名称	帧ID	格式	类型	DLC	数据	
5804	接收	13:45:36.738			0x00000201	数据帧	标准帧	0x06	0F 00 B8 62 04 00 	
5805	接收	13:45:36.746			0x00000080	数据帧	标准帧	0x00		
5806	接收	13:45:36.748			0x00000181	数据帧	标准帧	0x08	D3 5D 04 00 B8 62 04 00 	
5807	接收	13:45:36.748			0x00000201	数据帧	标准帧	0x06	0F 00 F6 67 04 00 	
5808	接收	13:45:36.756			0x00000080	数据帧	标准帧	0x00		
5809	接收	13:45:36.756			0x00000181	数据帧	标准帧	0x08	CF 62 04 00 B8 62 04 00 	
5810	接收	13:45:36.758			0x00000201	数据帧	标准帧	0x06	0F 00 20 6D 04 00 	
5811	接收	13:45:36.766			0x00000080	数据帧	标准帧	0x00		
5812	接收	13:45:36.766			0x00000181	数据帧	标准帧	0x08	13 68 04 00 F6 67 04 00 	
5813	接收	13:45:36.768			0x00000201	数据帧	标准帧	0x06	0F 00 37 72 04 00 	
5814	接收	13:45:36.776			0x00000080	数据帧	标准帧	0x00		
5815	接收	13:45:36.776			0x00000181	数据帧	标准帧	0x08	54 6D 04 00 20 6D 04 00 	
5816	接收	13:45:36.778			0x00000201	数据帧	标准帧	0x06	0F 00 39 77 04 00 	
5817	接收	13:45:36.786			0x00000080	数据帧	标准帧	0x00		
5818	接收	13:45:36.786			0x00000181	数据帧	标准帧	0x08	68 72 04 00 37 72 04 00 	
5819	接收	13:45:36.788			0x00000201	数据帧	标准帧	0x06	0F 00 27 7C 04 00 	
5820	接收	13:45:36.796			0x00000080	数据帧	标准帧	0x00		
5821	接收	13:45:36.796			0x00000181	数据帧	标准帧	0x08	2B 77 04 00 27 7C 04 00 	
5822	接收	13:45:36.798			0x00000201	数据帧	标准帧	0x06	0F 00 00 81 04 00 	
5823	接收	13:45:36.806			0x00000080	数据帧	标准帧	0x00		
5824	接收	13:45:36.806			0x00000181	数据帧	标准帧	0x08	EB 7B 04 00 00 81 04 00 	
5825	接收	13:45:36.808			0x00000201	数据帧	标准帧	0x06	0F 00 C5 85 04 00 	
5826	接收	13:45:36.816			0x00000080	数据帧	标准帧	0x00		
5827	接收	13:45:36.816			0x00000181	数据帧	标准帧	0x08	00 81 04 00 C5 85 04 00 	
5828	接收	13:45:36.818			0x00000201	数据帧	标准帧	0x06	0F 00 75 8A 04 00 	
5829	接收	13:45:36.826			0x00000080	数据帧	标准帧	0x00		
5830	接收	13:45:36.826			0x00000181	数据帧	标准帧	0x08	BC 85 04 00 75 8A 04 00 	
5831	接收	13:45:36.828			0x00000201	数据帧	标准帧	0x06	0F 00 0F 8F 04 00 	
5832	接收	13:45:36.836			0x00000080	数据帧	标准帧	0x00		
5833	接收	13:45:36.836			0x00000181	数据帧	标准帧	0x08	76 8A 04 00 0F 8F 04 00 	
5834	接收	13:45:36.838			0x00000201	数据帧	标准帧	0x06	0F 00 94 93 04 00 	
5835	接收	13:45:36.846			0x00000080	数据帧	标准帧	0x00		
5836	接收	13:45:36.846			0x00000181	数据帧	标准帧	0x08	5F 8F 04 00 94 93 04 00 	
5837	接收	13:45:36.848			0x00000201	数据帧	标准帧	0x06	0F 00 04 98 04 00 	
5838	接收	13:45:36.856			0x00000080	数据帧	标准帧	0x00		
5839	接收	13:45:36.856			0x00000181	数据帧	标准帧	0x08	30 94 04 00 04 98 04 00 	
5840	接收	13:45:36.858			0x00000201	数据帧	标准帧	0x06	0F 00 5E 9C 04 00 	
5841	接收	13:45:36.866			0x00000080	数据帧	标准帧	0x00		
5842	接收	13:45:36.866			0x00000181	数据帧	标准帧	0x08	AD 98 04 00 5E 9C 04 00 	
5843	接收	13:45:36.868			0x00000201	数据帧	标准帧	0x06	0F 00 A2 A0 04 00 	
5844	接收	13:45:36.876			0x00000080	数据帧	标准帧	0x00		
5845	接收	13:45:36.876			0x00000181	数据帧	标准帧	0x08	FD 9C 04 00 A2 A0 04 00 	
5846	接收	13:45:36.878			0x00000201	数据帧	标准帧	0x06	0F 00 D1 A4 04 00 	
5847	接收	13:45:36.886			0x00000080	数据帧	标准帧	0x00		
5848	接收	13:45:36.886			0x00000181	数据帧	标准帧	0x08	05 A1 04 00 D1 A4 04 00 	
5849	接收	13:45:36.888			0x00000201	数据帧	标准帧	0x06	0F 00 E9 A8 04 00 	
5850	接收	13:45:36.896			0x00000080	数据帧	标准帧	0x00		
5851	接收	13:45:36.896			0x00000181	数据帧	标准帧	0x08	15 A5 04 00 E9 A8 04 00 	
5852	接收	13:45:36.898			0x00000201	数据帧	标准帧	0x06	0F 00 EA AC 04 00 	
5853	接收	13:45:36.906			0x00000080	数据帧	标准帧	0x00		
5854	接收	13:45:36.906			0x00000181	数据帧	标准帧	0x08	22 A9 04 00 EA AC 04 00 	
5855	接收	13:45:36.908			0x00000201	数据帧	标准帧	0x06	0F 00 D6 B0 04 00 	
5856	接收	13:45:36.916			0x00000080	数据帧	标准帧	0x00		
5857	接收	13:45:36.916			0x00000181	数据帧	标准帧	0x08	27 AD 04 00 D6 B0 04 00 	
5858	接收	13:45:36.918			0x00000201	数据帧	标准帧	0x06	0F 00 AA B4 04 00 	
5859	接收	13:45:36.926			0x00000080	数据帧	标准帧	0x00		
5860	接收	13:45:36.926			0x00000181	数据帧	标准帧	0x08	24 B1 04 00 AA B4 04 00 	
5861	接收	13:45:36.928			0x00000201	数据帧	标准帧	0x06	0F 00 68 B8 04 00 	
5862	接收	13:45:36.936			0x00000080	数据帧	标准帧	0x00		
5863	接收	13:45:36.936			0x00000181	数据帧	标准帧	0x08	0D B5 04 00 68 B8 04 00 	
5864	接收	13:45:36.938			0x00000201	数据帧	标准帧	0x06	0F 00 0E BC 04 00 	
5865	接收	13:45:36.946			0x00000080	数据帧	标准帧	0x00		
5866	接收	13:45:36.946			0x00000181	数据帧	标准帧	0x08	ED B8 04 00 0E BC 04 00 	
5867	接收	13:45:36.948			0x00000201	数据帧	标准帧	0x06	0F 00 9E BF 04 00 	
5868	接收	13:45:36.956			0x00000080	数据帧	标准帧	0x00		
5869	接收	13:45:36.956			0x00000181	数据帧	标准帧	0x08	7C BC 04 00 9E BF 04 00 	
5870	接收	13:45:36.958			0x00000201	数据帧	标准帧	0x06	0F 00 16 C3 04 00 	
5871	接收	13:45:36.966			0x00000080	数据帧	标准帧	0x00		
5872	接收	13:45:36.966			0x00000181	数据帧	标准帧	0x08	01 C0 04 00 16 C3 04 00 	
5873	接收	13:45:36.968			0x00000201	数据帧	标准帧	0x06	0F 00 77 C6 04 00 	
5874	接收	13:45:36.976			0x00000080	数据帧	标准帧	0x00		
5875	接收	13:45:36.976			0x00000181	数据帧	标准帧	0x08	74 C3 04 00 77 C6 04 00 	
5876	接收	13:45:36.978			0x00000201	数据帧	标准帧	0x06	0F 00 C1 C9 04 00 	
5877	接收	13:45:36.986			0x00000080	数据帧	标准帧	0x00		
5878	接收	13:45:36.986			0x00000181	数据帧	标准帧	0x08	DA C6 04 00 C1 C9 04 00 	
5879	接收	13:45:36.988			0x00000201	数据帧	标准帧	0x06	0F 00 F2 CC 04 00 	
5880	接收	13:45:36.995			0x00000080	数据帧	标准帧	0x00		
5881	接收	13:45:36.995			0x00000181	数据帧	标准帧	0x08	21 CA 04 00 F2 CC 04 00 	
5882	接收	13:45:36.997			0x00000201	数据帧	标准帧	0x06	0F 00 0C D0 04 00 	
5883	接收	13:45:37.005			0x00000080	数据帧	标准帧	0x00		
5884	接收	13:45:37.005			0x00000181	数据帧	标准帧	0x08	2C CD 04 00 0C D0 04 00 	
5885	接收	13:45:37.007			0x00000201	数据帧	标准帧	0x06	0F 00 0E D3 04 00 	
5886	接收	13:45:37.015			0x00000080	数据帧	标准帧	0x00		
5887	接收	13:45:37.017			0x00000181	数据帧	标准帧	0x08	37 D0 04 00 0E D3 04 00 	
5888	接收	13:45:37.017			0x00000201	数据帧	标准帧	0x06	0F 00 F8 D5 04 00 	
5889	接收	13:45:37.025			0x00000080	数据帧	标准帧	0x00		
5890	接收	13:45:37.025			0x00000181	数据帧	标准帧	0x08	32 D3 04 00 F8 D5 04 00 	
5891	接收	13:45:37.027			0x00000201	数据帧	标准帧	0x06	0F 00 CA D8 04 00 	
5892	接收	13:45:37.035			0x00000080	数据帧	标准帧	0x00		
5893	接收	13:45:37.037			0x00000181	数据帧	标准帧	0x08	2B D6 04 00 CA D8 04 00 	
5894	接收	13:45:37.037			0x00000201	数据帧	标准帧	0x06	0F 00 83 DB 04 00 	
5895	接收	13:45:37.045			0x00000080	数据帧	标准帧	0x00		
5896	接收	13:45:37.047			0x00000181	数据帧	标准帧	0x08	F0 D8 04 00 83 DB 04 00 	
5897	接收	13:45:37.047			0x00000201	数据帧	标准帧	0x06	0F 00 24 DE 04 00 	
5898	接收	13:45:37.055			0x00000080	数据帧	标准帧	0x00		
5899	接收	13:45:37.057			0x00000181	数据帧	标准帧	0x08	BF DB 04 00 24 DE 04 00 	
5900	接收	13:45:37.057			0x00000201	数据帧	标准帧	0x06	0F 00 AD E0 04 00 	
5901	接收	13:45:37.065			0x00000080	数据帧	标准帧	0x00		
5902	接收	13:45:37.067			0x00000181	数据帧	标准帧	0x08	63 DE 04 00 AD E0 04 00 	
5903	接收	13:45:37.067			0x00000201	数据帧	标准帧	0x06	0F 00 1D E3 04 00 	
5904	接收	13:45:37.075			0x00000080	数据帧	标准帧	0x00		
5905	接收	13:45:37.077			0x00000181	数据帧	标准帧	0x08	EA E0 04 00 1D E3 04 00 	
5906	接收	13:45:37.077			0x00000201	数据帧	标准帧	0x06	0F 00 74 E5 04 00 	
5907	接收	13:45:37.085			0x00000080	数据帧	标准帧	0x00		
5908	接收	13:45:37.087			0x00000181	数据帧	标准帧	0x08	64 E3 04 00 74 E5 04 00 	
5909	接收	13:45:37.087			0x00000201	数据帧	标准帧	0x06	0F 00 B2 E7 04 00 	
5910	接收	13:45:37.095			0x00000080	数据帧	标准帧	0x00		
5911	接收	13:45:37.097			0x00000181	数据帧	标准帧	0x08	C2 E5 04 00 B2 E7 04 00 	
5912	接收	13:45:37.097			0x00000201	数据帧	标准帧	0x06	0F 00 D8 E9 04 00 	
5913	接收	13:45:37.105			0x00000080	数据帧	标准帧	0x00		
5914	接收	13:45:37.107			0x00000181	数据帧	标准帧	0x08	F0 E7 04 00 D8 E9 04 00 	
5915	接收	13:45:37.107			0x00000201	数据帧	标准帧	0x06	0F 00 E4 EB 04 00 	
5916	接收	13:45:37.115			0x00000080	数据帧	标准帧	0x00		
5917	接收	13:45:37.117			0x00000181	数据帧	标准帧	0x08	22 EA 04 00 E4 EB 04 00 	
5918	接收	13:45:37.117			0x00000201	数据帧	标准帧	0x06	0F 00 D8 ED 04 00 	
5919	接收	13:45:37.125			0x00000080	数据帧	标准帧	0x00		
5920	接收	13:45:37.127			0x00000181	数据帧	标准帧	0x08	36 EC 04 00 D8 ED 04 00 	
5921	接收	13:45:37.127			0x00000201	数据帧	标准帧	0x06	0F 00 B2 EF 04 00 	
5922	接收	13:45:37.135			0x00000080	数据帧	标准帧	0x00		
5923	接收	13:45:37.137			0x00000181	数据帧	标准帧	0x08	19 EE 04 00 B2 EF 04 00 	
5924	接收	13:45:37.137			0x00000201	数据帧	标准帧	0x06	0F 00 73 F1 04 00 	
5925	接收	13:45:37.145			0x00000080	数据帧	标准帧	0x00		
5926	接收	13:45:37.147			0x00000181	数据帧	标准帧	0x08	E6 EF 04 00 73 F1 04 00 	
5927	接收	13:45:37.147			0x00000201	数据帧	标准帧	0x06	0F 00 1B F3 04 00 	
5928	接收	13:45:37.155			0x00000080	数据帧	标准帧	0x00		
5929	接收	13:45:37.157			0x00000181	数据帧	标准帧	0x08	AF F1 04 00 1B F3 04 00 	
5930	接收	13:45:37.157			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
5931	接收	13:45:37.165			0x00000080	数据帧	标准帧	0x00		
5932	接收	13:45:37.167			0x00000181	数据帧	标准帧	0x08	46 F3 04 00 A9 F4 04 00 	
5933	接收	13:45:37.167			0x00000201	数据帧	标准帧	0x06	0F 00 1F F6 04 00 	
5934	接收	13:45:37.175			0x00000080	数据帧	标准帧	0x00		
5935	接收	13:45:37.177			0x00000181	数据帧	标准帧	0x08	D0 F4 04 00 1F F6 04 00 	
5936	接收	13:45:37.177			0x00000201	数据帧	标准帧	0x06	0F 00 7A F7 04 00 	
5937	接收	13:45:37.185			0x00000080	数据帧	标准帧	0x00		
5938	接收	13:45:37.187			0x00000181	数据帧	标准帧	0x08	2E F6 04 00 7A F7 04 00 	
5939	接收	13:45:37.187			0x00000201	数据帧	标准帧	0x06	0F 00 BC F8 04 00 	
5940	接收	13:45:37.195			0x00000080	数据帧	标准帧	0x00		
5941	接收	13:45:37.197			0x00000181	数据帧	标准帧	0x08	8C F7 04 00 BC F8 04 00 	
5942	接收	13:45:37.197			0x00000201	数据帧	标准帧	0x06	0F 00 E5 F9 04 00 	
5943	接收	13:45:37.205			0x00000080	数据帧	标准帧	0x00		
5944	接收	13:45:37.205			0x00000701	数据帧	标准帧	0x01	05 	
5945	接收	13:45:37.207			0x00000181	数据帧	标准帧	0x08	D6 F8 04 00 E5 F9 04 00 	
5946	接收	13:45:37.207			0x00000201	数据帧	标准帧	0x06	0F 00 F4 FA 04 00 	
5947	接收	13:45:37.215			0x00000080	数据帧	标准帧	0x00		
5948	接收	13:45:37.217			0x00000181	数据帧	标准帧	0x08	F9 F9 04 00 F4 FA 04 00 	
5949	接收	13:45:37.217			0x00000201	数据帧	标准帧	0x06	0F 00 E9 FB 04 00 	
5950	接收	13:45:37.225			0x00000080	数据帧	标准帧	0x00		
5951	接收	13:45:37.227			0x00000181	数据帧	标准帧	0x08	FC FA 04 00 E9 FB 04 00 	
5952	接收	13:45:37.227			0x00000201	数据帧	标准帧	0x06	0F 00 C4 FC 04 00 	
5953	接收	13:45:37.235			0x00000080	数据帧	标准帧	0x00		
5954	接收	13:45:37.237			0x00000181	数据帧	标准帧	0x08	EF FB 04 00 C4 FC 04 00 	
5955	接收	13:45:37.237			0x00000201	数据帧	标准帧	0x06	0F 00 86 FD 04 00 	
5956	接收	13:45:37.245			0x00000080	数据帧	标准帧	0x00		
5957	接收	13:45:37.247			0x00000181	数据帧	标准帧	0x08	D0 FC 04 00 86 FD 04 00 	
5958	接收	13:45:37.247			0x00000201	数据帧	标准帧	0x06	0F 00 2E FE 04 00 	
5959	接收	13:45:37.255			0x00000080	数据帧	标准帧	0x00		
5960	接收	13:45:37.257			0x00000181	数据帧	标准帧	0x08	8F FD 04 00 2E FE 04 00 	
5961	接收	13:45:37.257			0x00000201	数据帧	标准帧	0x06	0F 00 BC FE 04 00 	
5962	接收	13:45:37.265			0x00000080	数据帧	标准帧	0x00		
5963	接收	13:45:37.267			0x00000181	数据帧	标准帧	0x08	3B FE 04 00 BC FE 04 00 	
5964	接收	13:45:37.267			0x00000201	数据帧	标准帧	0x06	0F 00 31 FF 04 00 	
5965	接收	13:45:37.275			0x00000080	数据帧	标准帧	0x00		
5966	接收	13:45:37.277			0x00000181	数据帧	标准帧	0x08	C9 FE 04 00 31 FF 04 00 	
5967	接收	13:45:37.277			0x00000201	数据帧	标准帧	0x06	0F 00 8B FF 04 00 	
5968	接收	13:45:37.285			0x00000080	数据帧	标准帧	0x00		
5969	接收	13:45:37.287			0x00000181	数据帧	标准帧	0x08	3A FF 04 00 8B FF 04 00 	
5970	接收	13:45:37.287			0x00000201	数据帧	标准帧	0x06	0F 00 CC FF 04 00 	
5971	接收	13:45:37.294			0x00000080	数据帧	标准帧	0x00		
5972	接收	13:45:37.296			0x00000181	数据帧	标准帧	0x08	88 FF 04 00 CC FF 04 00 	
5973	接收	13:45:37.296			0x00000201	数据帧	标准帧	0x06	0F 00 F3 FF 04 00 	
5974	接收	13:45:37.304			0x00000080	数据帧	标准帧	0x00		
5975	接收	13:45:37.306			0x00000181	数据帧	标准帧	0x08	CE FF 04 00 F3 FF 04 00 	
5976	接收	13:45:37.306			0x00000201	数据帧	标准帧	0x06	0F 00 00 00 05 00 	
5977	接收	13:45:37.314			0x00000080	数据帧	标准帧	0x00		
5978	接收	13:45:37.314			0x00000181	数据帧	标准帧	0x08	EA FF 04 00 00 00 05 00 	
5979	接收	13:45:37.316			0x00000201	数据帧	标准帧	0x06	0F 00 F3 FF 04 00 	
5980	接收	13:45:37.324			0x00000080	数据帧	标准帧	0x00		
5981	接收	13:45:37.326			0x00000181	数据帧	标准帧	0x08	FE FF 04 00 00 00 05 00 	
5982	接收	13:45:37.326			0x00000201	数据帧	标准帧	0x06	0F 00 CC FF 04 00 	
5983	接收	13:45:37.334			0x00000080	数据帧	标准帧	0x00		
5984	接收	13:45:37.334			0x00000181	数据帧	标准帧	0x08	FF FF 04 00 F3 FF 04 00 	
5985	接收	13:45:37.336			0x00000201	数据帧	标准帧	0x06	0F 00 8B FF 04 00 	
5986	接收	13:45:37.344			0x00000080	数据帧	标准帧	0x00		
5987	接收	13:45:37.346			0x00000181	数据帧	标准帧	0x08	FF FF 04 00 8B FF 04 00 	
5988	接收	13:45:37.346			0x00000201	数据帧	标准帧	0x06	0F 00 31 FF 04 00 	
5989	接收	13:45:37.354			0x00000080	数据帧	标准帧	0x00		
5990	接收	13:45:37.356			0x00000181	数据帧	标准帧	0x08	F9 FF 04 00 31 FF 04 00 	
5991	接收	13:45:37.356			0x00000201	数据帧	标准帧	0x06	0F 00 BC FE 04 00 	
5992	接收	13:45:37.364			0x00000080	数据帧	标准帧	0x00		
5993	接收	13:45:37.366			0x00000181	数据帧	标准帧	0x08	8D FF 04 00 BC FE 04 00 	
5994	接收	13:45:37.366			0x00000201	数据帧	标准帧	0x06	0F 00 2E FE 04 00 	
5995	接收	13:45:37.375			0x00000080	数据帧	标准帧	0x00		
5996	接收	13:45:37.375			0x00000181	数据帧	标准帧	0x08	02 FF 04 00 2E FE 04 00 	
5997	接收	13:45:37.376			0x00000201	数据帧	标准帧	0x06	0F 00 86 FD 04 00 	
5998	接收	13:45:37.384			0x00000080	数据帧	标准帧	0x00		
5999	接收	13:45:37.386			0x00000181	数据帧	标准帧	0x08	59 FE 04 00 86 FD 04 00 	
6000	接收	13:45:37.386			0x00000201	数据帧	标准帧	0x06	0F 00 C4 FC 04 00 	
6001	接收	13:45:37.394			0x00000080	数据帧	标准帧	0x00		
6002	接收	13:45:37.396			0x00000181	数据帧	标准帧	0x08	9D FD 04 00 C4 FC 04 00 	
6003	接收	13:45:37.396			0x00000201	数据帧	标准帧	0x06	0F 00 E9 FB 04 00 	
6004	接收	13:45:37.404			0x00000080	数据帧	标准帧	0x00		
6005	接收	13:45:37.406			0x00000181	数据帧	标准帧	0x08	DB FC 04 00 E9 FB 04 00 	
6006	接收	13:45:37.406			0x00000201	数据帧	标准帧	0x06	0F 00 F4 FA 04 00 	
6007	接收	13:45:37.414			0x00000080	数据帧	标准帧	0x00		
6008	接收	13:45:37.416			0x00000181	数据帧	标准帧	0x08	E5 FB 04 00 F4 FA 04 00 	
6009	接收	13:45:37.416			0x00000201	数据帧	标准帧	0x06	0F 00 E5 F9 04 00 	
6010	接收	13:45:37.424			0x00000080	数据帧	标准帧	0x00		
6011	接收	13:45:37.426			0x00000181	数据帧	标准帧	0x08	EF FA 04 00 E5 F9 04 00 	
6012	接收	13:45:37.426			0x00000201	数据帧	标准帧	0x06	0F 00 BC F8 04 00 	
6013	接收	13:45:37.434			0x00000080	数据帧	标准帧	0x00		
6014	接收	13:45:37.436			0x00000181	数据帧	标准帧	0x08	E3 F9 04 00 BC F8 04 00 	
6015	接收	13:45:37.436			0x00000201	数据帧	标准帧	0x06	0F 00 7A F7 04 00 	
6016	接收	13:45:37.444			0x00000080	数据帧	标准帧	0x00		
6017	接收	13:45:37.446			0x00000181	数据帧	标准帧	0x08	B3 F8 04 00 7A F7 04 00 	
6018	接收	13:45:37.446			0x00000201	数据帧	标准帧	0x06	0F 00 1F F6 04 00 	
6019	接收	13:45:37.454			0x00000080	数据帧	标准帧	0x00		
6020	接收	13:45:37.456			0x00000181	数据帧	标准帧	0x08	62 F7 04 00 1F F6 04 00 	
6021	接收	13:45:37.456			0x00000201	数据帧	标准帧	0x06	0F 00 A9 F4 04 00 	
6022	接收	13:45:37.464			0x00000080	数据帧	标准帧	0x00		
6023	接收	13:45:37.466			0x00000181	数据帧	标准帧	0x08	07 F6 04 00 A9 F4 04 00 	
6024	接收	13:45:37.466			0x00000201	数据帧	标准帧	0x06	0F 00 1B F3 04 00 	
6025	接收	13:45:37.474			0x00000080	数据帧	标准帧	0x00		
6026	接收	13:45:37.476			0x00000181	数据帧	标准帧	0x08	9B F4 04 00 1B F3 04 00 	
6027	接收	13:45:37.476			0x00000201	数据帧	标准帧	0x06	0F 00 73 F1 04 00 	
6028	接收	13:45:37.484			0x00000080	数据帧	标准帧	0x00		
6029	接收	13:45:37.486			0x00000181	数据帧	标准帧	0x08	FF F2 04 00 73 F1 04 00 	
6030	接收	13:45:37.486			0x00000201	数据帧	标准帧	0x06	0F 00 B2 EF 04 00 	
6031	接收	13:45:37.494			0x00000080	数据帧	标准帧	0x00		
6032	接收	13:45:37.496			0x00000181	数据帧	标准帧	0x08	5D F1 04 00 B2 EF 04 00 	
6033	接收	13:45:37.496			0x00000201	数据帧	标准帧	0x06	0F 00 D8 ED 04 00 	
6034	接收	13:45:37.504			0x00000080	数据帧	标准帧	0x00		
6035	接收	13:45:37.506			0x00000181	数据帧	标准帧	0x08	78 EF 04 00 D8 ED 04 00 	
6036	接收	13:45:37.506			0x00000201	数据帧	标准帧	0x06	0F 00 E4 EB 04 00 	
6037	接收	13:45:37.514			0x00000080	数据帧	标准帧	0x00		
6038	接收	13:45:37.516			0x00000181	数据帧	标准帧	0x08	9B ED 04 00 E4 EB 04 00 	
6039	接收	13:45:37.516			0x00000201	数据帧	标准帧	0x06	0F 00 D8 E9 04 00 	
6040	接收	13:45:37.524			0x00000080	数据帧	标准帧	0x00		
6041	接收	13:45:37.526			0x00000181	数据帧	标准帧	0x08	A1 EB 04 00 D8 E9 04 00 	
6042	接收	13:45:37.526			0x00000201	数据帧	标准帧	0x06	0F 00 B2 E7 04 00 	
6043	接收	13:45:37.534			0x00000080	数据帧	标准帧	0x00		
6044	接收	13:45:37.536			0x00000181	数据帧	标准帧	0x08	81 E9 04 00 B2 E7 04 00 	
6045	接收	13:45:37.536			0x00000201	数据帧	标准帧	0x06	0F 00 74 E5 04 00 	
6046	接收	13:45:37.544			0x00000080	数据帧	标准帧	0x00		
6047	接收	13:45:37.546			0x00000181	数据帧	标准帧	0x08	6C E7 04 00 74 E5 04 00 	
6048	接收	13:45:37.546			0x00000201	数据帧	标准帧	0x06	0F 00 1D E3 04 00 	
6049	接收	13:45:37.555			0x00000080	数据帧	标准帧	0x00		
6050	接收	13:45:37.555			0x00000181	数据帧	标准帧	0x08	39 E5 04 00 1D E3 04 00 	
6051	接收	13:45:37.557			0x00000201	数据帧	标准帧	0x06	0F 00 AD E0 04 00 	
6052	接收	13:45:37.564			0x00000080	数据帧	标准帧	0x00		
6053	接收	13:45:37.566			0x00000181	数据帧	标准帧	0x08	D2 E2 04 00 AD E0 04 00 	
6054	接收	13:45:37.566			0x00000201	数据帧	标准帧	0x06	0F 00 24 DE 04 00 	
6055	接收	13:45:37.574			0x00000080	数据帧	标准帧	0x00		
6056	接收	13:45:37.576			0x00000181	数据帧	标准帧	0x08	5A E0 04 00 24 DE 04 00 	
6057	接收	13:45:37.576			0x00000201	数据帧	标准帧	0x06	0F 00 83 DB 04 00 	
6058	接收	13:45:37.584			0x00000080	数据帧	标准帧	0x00		
6059	接收	13:45:37.586			0x00000181	数据帧	标准帧	0x08	BE DD 04 00 83 DB 04 00 	
6060	接收	13:45:37.586			0x00000201	数据帧	标准帧	0x06	0F 00 CA D8 04 00 	
6061	接收	13:45:37.593			0x00000080	数据帧	标准帧	0x00		
6062	接收	13:45:37.595			0x00000181	数据帧	标准帧	0x08	31 DB 04 00 CA D8 04 00 	
6063	接收	13:45:37.595			0x00000201	数据帧	标准帧	0x06	0F 00 F8 D5 04 00 	
6064	接收	13:45:37.605			0x00000080	数据帧	标准帧	0x00		
6065	接收	13:45:37.605			0x00000181	数据帧	标准帧	0x08	75 D8 04 00 F8 D5 04 00 	
6066	接收	13:45:37.605			0x00000201	数据帧	标准帧	0x06	0F 00 0E D3 04 00 	
6067	接收	13:45:37.615			0x00000080	数据帧	标准帧	0x00		
6068	接收	13:45:37.615			0x00000181	数据帧	标准帧	0x08	AE D5 04 00 0E D3 04 00 	
6069	接收	13:45:37.617			0x00000201	数据帧	标准帧	0x06	0F 00 0C D0 04 00 	
6070	接收	13:45:37.623			0x00000080	数据帧	标准帧	0x00		
6071	接收	13:45:37.625			0x00000181	数据帧	标准帧	0x08	B8 D2 04 00 0C D0 04 00 	
6072	接收	13:45:37.627			0x00000201	数据帧	标准帧	0x06	0F 00 F2 CC 04 00 	
6073	接收	13:45:37.635			0x00000080	数据帧	标准帧	0x00		
6074	接收	13:45:37.635			0x00000181	数据帧	标准帧	0x08	C5 CF 04 00 F2 CC 04 00 	
