;$FILEVERSION=2.0
;$STARTTIME=45224.5492104398
;$COLUMNS=N,O,T,I,d,l,D
;
;   Start time: 2023/10/25 13:10:51.782.0
;   Generated by PCAN-View v4.3.4.615





[TPDO1]
1=0x60640020
2=0x607A0020


;-------------------------------------------------------------------------------
;   Connection                 Bit rate
;   PCANLight_USB_16@pcan_usb  Nominal 1 MBit/s, Data 1 MBit/s
;-------------------------------------------------------------------------------
;   Message   Time    Type ID     Rx/Tx
;   Number    Offset  |    [hex]  |  Data Length
;   |         [ms]    |    |      |  |  Data [hex] ...
;   |         |       |    |      |  |  |
;---+-- ------+------ +- --+----- +- +- +- +- -- -- -- -- -- -- --
   1347   2370244.724 DT     0080 Rx 0  
   1348   2370254.699 DT     0080 Rx 0  
   1349   2370264.570 DT     0080 Rx 0  
   1350   2370274.544 DT     0080 Rx 0  
   1351   2370284.518 DT     0080 Rx 0  
   1352   2370294.494 DT     0080 Rx 0  
   1353   2370304.467 DT     0080 Rx 0  
   1354   2370314.440 DT     0080 Rx 0  
   1355   2370324.415 DT     0080 Rx 0  
   1356   2370334.387 DT     0080 Rx 0  
   1357   2370344.359 DT     0080 Rx 0  
   1358   2370354.332 DT     0080 Rx 0  
   1359   2370364.304 DT     0080 Rx 0  
   1360   2370374.277 DT     0080 Rx 0  
   1361   2370384.250 DT     0080 Rx 0  
   1362   2370394.222 DT     0080 Rx 0  
   1363   2370404.195 DT     0080 Rx 0  
   1364   2370414.165 DT     0080 Rx 0  
   1365   2370424.138 DT     0080 Rx 0  
   1366   2370434.111 DT     0080 Rx 0  
   1367   2370444.083 DT     0080 Rx 0  
   1368   2370454.056 DT     0080 Rx 0  
   1369   2370464.028 DT     0080 Rx 0  
   1370   2370474.001 DT     0080 Rx 0  
   1371   2370483.973 DT     0080 Rx 0  
   1372   2370493.945 DT     0080 Rx 0  
   1373   2370503.919 DT     0080 Rx 0  
   1374   2370513.891 DT     0080 Rx 0  
   1375   2370523.865 DT     0080 Rx 0  
   1376   2370533.838 DT     0080 Rx 0  
   1377   2370543.813 DT     0080 Rx 0  
   1378   2370553.785 DT     0080 Rx 0  
   1379   2370563.756 DT     0080 Rx 0  
   1380   2370573.729 DT     0080 Rx 0  
   1381   2370583.701 DT     0080 Rx 0  
   1382   2370593.673 DT     0080 Rx 0  
   1383   2370603.641 DT     0717 Rx 1  7F 
   1384   2370603.690 DT     0080 Rx 0  
   1385   2370613.616 DT     0080 Rx 0  
   1386   2370623.588 DT     0080 Rx 0  
   1387   2370633.561 DT     0080 Rx 0  
   1388   2370643.533 DT     0080 Rx 0  
   1389   2370653.509 DT     0080 Rx 0  
   1390   2370663.482 DT     0080 Rx 0  
   1391   2370673.457 DT     0080 Rx 0  
   1392   2370683.432 DT     0080 Rx 0  
   1393   2370693.407 DT     0080 Rx 0  
   1394   2370703.382 DT     0080 Rx 0  
   1395   2370713.355 DT     0080 Rx 0  
   1396   2370723.328 DT     0080 Rx 0  
   1397   2370733.304 DT     0080 Rx 0  
   1398   2370743.276 DT     0080 Rx 0  
   1399   2370753.251 DT     0080 Rx 0  
   1400   2370763.223 DT     0080 Rx 0  
   1401   2370773.196 DT     0080 Rx 0  
   1402   2370783.169 DT     0080 Rx 0  
   1403   2370793.142 DT     0080 Rx 0  
   1404   2370803.116 DT     0080 Rx 0  
   1405   2370813.091 DT     0080 Rx 0  
   1406   2370823.067 DT     0080 Rx 0  
   1407   2370833.040 DT     0080 Rx 0  
   1408   2370843.017 DT     0080 Rx 0  
   1409   2370852.991 DT     0080 Rx 0  
   1410   2370862.966 DT     0080 Rx 0  
   1411   2370872.942 DT     0080 Rx 0  
   1412   2370882.915 DT     0080 Rx 0  
   1413   2370892.890 DT     0080 Rx 0  
   1414   2370902.864 DT     0080 Rx 0  
   1415   2370912.837 DT     0080 Rx 0  
   1416   2370917.311 DT     0701 Rx 1  7F 
   1417   2370922.812 DT     0080 Rx 0  
   1418   2370932.786 DT     0080 Rx 0  
   1419   2370942.762 DT     0080 Rx 0  
   1420   2370952.736 DT     0080 Rx 0  
   1421   2370962.708 DT     0080 Rx 0  
   1422   2370972.684 DT     0080 Rx 0  
   1423   2370982.655 DT     0080 Rx 0  
   1424   2370992.628 DT     0080 Rx 0  
   1425   2371002.601 DT     0080 Rx 0  
   1426   2371012.574 DT     0080 Rx 0  
   1427   2371022.549 DT     0080 Rx 0  
   1428   2371032.521 DT     0080 Rx 0  
   1429   2371042.497 DT     0080 Rx 0  
   1430   2371052.469 DT     0080 Rx 0  
   1431   2371062.439 DT     0080 Rx 0  
   1432   2371072.414 DT     0080 Rx 0  
   1433   2371082.387 DT     0080 Rx 0  
   1434   2371092.360 DT     0080 Rx 0  
   1435   2371102.335 DT     0080 Rx 0  
   1436   2371112.307 DT     0080 Rx 0  
   1437   2371122.283 DT     0080 Rx 0  
   1438   2371132.255 DT     0080 Rx 0  
   1439   2371142.230 DT     0080 Rx 0  
   1440   2371152.206 DT     0080 Rx 0  
   1441   2371162.178 DT     0080 Rx 0  
   1442   2371172.151 DT     0080 Rx 0  
   1443   2371182.124 DT     0080 Rx 0  
   1444   2371192.099 DT     0080 Rx 0  
   1445   2371202.074 DT     0080 Rx 0  
   1446   2371212.047 DT     0080 Rx 0  
   1447   2371222.024 DT     0080 Rx 0  
   1448   2371231.997 DT     0080 Rx 0  
   1449   2371241.971 DT     0080 Rx 0  
   1450   2371251.947 DT     0080 Rx 0  
   1451   2371261.921 DT     0080 Rx 0  
   1452   2371271.795 DT     0080 Rx 0  
   1453   2371281.771 DT     0080 Rx 0  
   1454   2371291.745 DT     0080 Rx 0  
   1455   2371301.720 DT     0080 Rx 0  
   1456   2371311.695 DT     0080 Rx 0  
   1457   2371321.671 DT     0080 Rx 0  
   1458   2371331.646 DT     0080 Rx 0  
   1459   2371341.621 DT     0080 Rx 0  
   1460   2371350.671 DT     0601 Rx 8  2B 40 60 00 06 00 94 82 
   1461   2371350.930 DT     0581 Rx 8  60 40 60 00 00 00 00 00 
   1462   2371351.595 DT     0080 Rx 0  
   1463   2371361.571 DT     0080 Rx 0  
   1464   2371371.546 DT     0080 Rx 0  
   1465   2371381.521 DT     0080 Rx 0  
   1466   2371391.499 DT     0080 Rx 0  
   1467   2371401.474 DT     0080 Rx 0  
   1468   2371411.451 DT     0080 Rx 0  
   1469   2371421.429 DT     0080 Rx 0  
   1470   2371431.404 DT     0080 Rx 0  
   1471   2371441.381 DT     0080 Rx 0  
   1472   2371451.361 DT     0080 Rx 0  
   1473   2371461.336 DT     0080 Rx 0  
   1474   2371471.312 DT     0080 Rx 0  
   1475   2371481.290 DT     0080 Rx 0  
   1476   2371491.264 DT     0080 Rx 0  
   1477   2371501.241 DT     0080 Rx 0  
   1478   2371511.219 DT     0080 Rx 0  
   1479   2371521.194 DT     0080 Rx 0  
   1480   2371531.167 DT     0080 Rx 0  
   1481   2371541.142 DT     0080 Rx 0  
   1482   2371551.116 DT     0080 Rx 0  
   1483   2371561.091 DT     0080 Rx 0  
   1484   2371571.064 DT     0080 Rx 0  
   1485   2371581.039 DT     0080 Rx 0  
   1486   2371591.014 DT     0080 Rx 0  
   1487   2371600.989 DT     0080 Rx 0  
   1488   2371602.866 DT     0717 Rx 1  7F 
   1489   2371610.964 DT     0080 Rx 0  
   1490   2371620.938 DT     0080 Rx 0  
   1491   2371630.913 DT     0080 Rx 0  
   1492   2371640.888 DT     0080 Rx 0  
   1493   2371650.864 DT     0080 Rx 0  
   1494   2371660.840 DT     0080 Rx 0  
   1495   2371670.815 DT     0080 Rx 0  
   1496   2371680.787 DT     0080 Rx 0  
   1497   2371690.763 DT     0080 Rx 0  
   1498   2371700.738 DT     0080 Rx 0  
   1499   2371710.714 DT     0080 Rx 0  
   1500   2371720.687 DT     0080 Rx 0  
   1501   2371730.662 DT     0080 Rx 0  
   1502   2371740.635 DT     0080 Rx 0  
   1503   2371750.608 DT     0080 Rx 0  
   1504   2371760.581 DT     0080 Rx 0  
   1505   2371770.556 DT     0080 Rx 0  
   1506   2371780.528 DT     0080 Rx 0  
   1507   2371790.503 DT     0080 Rx 0  
   1508   2371800.476 DT     0080 Rx 0  
   1509   2371810.450 DT     0080 Rx 0  
   1510   2371820.421 DT     0080 Rx 0  
   1511   2371830.394 DT     0080 Rx 0  
   1512   2371840.367 DT     0080 Rx 0  
   1513   2371850.342 DT     0080 Rx 0  
   1514   2371860.313 DT     0080 Rx 0  
   1515   2371870.286 DT     0080 Rx 0  
   1516   2371880.258 DT     0080 Rx 0  
   1517   2371890.230 DT     0080 Rx 0  
   1518   2371900.200 DT     0080 Rx 0  
   1519   2371910.175 DT     0080 Rx 0  
   1520   2371916.034 DT     0701 Rx 1  7F 
   1521   2371920.149 DT     0080 Rx 0  
   1522   2371930.120 DT     0080 Rx 0  
   1523   2371940.095 DT     0080 Rx 0  
   1524   2371950.068 DT     0080 Rx 0  
   1525   2371960.043 DT     0080 Rx 0  
   1526   2371970.016 DT     0080 Rx 0  
   1527   2371979.991 DT     0080 Rx 0  
   1528   2371989.964 DT     0080 Rx 0  
   1529   2371999.940 DT     0080 Rx 0  
   1530   2372009.913 DT     0080 Rx 0  
   1531   2372019.886 DT     0080 Rx 0  
   1532   2372029.862 DT     0080 Rx 0  
   1533   2372039.837 DT     0080 Rx 0  
   1534   2372049.812 DT     0080 Rx 0  
   1535   2372059.785 DT     0080 Rx 0  
   1536   2372069.759 DT     0080 Rx 0  
   1537   2372079.732 DT     0080 Rx 0  
   1538   2372089.708 DT     0080 Rx 0  
   1539   2372099.682 DT     0080 Rx 0  
   1540   2372109.657 DT     0080 Rx 0  
   1541   2372119.630 DT     0080 Rx 0  
   1542   2372129.603 DT     0080 Rx 0  
   1543   2372139.575 DT     0080 Rx 0  
   1544   2372149.549 DT     0080 Rx 0  
   1545   2372159.522 DT     0080 Rx 0  
   1546   2372169.494 DT     0080 Rx 0  
   1547   2372179.468 DT     0080 Rx 0  
   1548   2372189.440 DT     0080 Rx 0  
   1549   2372199.416 DT     0080 Rx 0  
   1550   2372209.389 DT     0080 Rx 0  
   1551   2372219.362 DT     0080 Rx 0  
   1552   2372229.338 DT     0080 Rx 0  
   1553   2372239.310 DT     0080 Rx 0  
   1554   2372249.286 DT     0080 Rx 0  
   1555   2372259.259 DT     0080 Rx 0  
   1556   2372269.132 DT     0080 Rx 0  
   1557   2372279.108 DT     0080 Rx 0  
   1558   2372289.081 DT     0080 Rx 0  
   1559   2372299.054 DT     0080 Rx 0  
   1560   2372309.026 DT     0080 Rx 0  
   1561   2372319.001 DT     0080 Rx 0  
   1562   2372328.974 DT     0080 Rx 0  
   1563   2372338.946 DT     0080 Rx 0  
   1564   2372348.919 DT     0080 Rx 0  
   1565   2372358.893 DT     0080 Rx 0  
   1566   2372368.869 DT     0080 Rx 0  
   1567   2372378.842 DT     0080 Rx 0  
   1568   2372388.818 DT     0080 Rx 0  
   1569   2372398.789 DT     0080 Rx 0  
   1570   2372408.764 DT     0080 Rx 0  
   1571   2372418.739 DT     0080 Rx 0  
   1572   2372428.712 DT     0080 Rx 0  
   1573   2372438.689 DT     0080 Rx 0  
   1574   2372448.665 DT     0080 Rx 0  
   1575   2372458.643 DT     0080 Rx 0  
   1576   2372468.618 DT     0080 Rx 0  
   1577   2372478.594 DT     0080 Rx 0  
   1578   2372488.572 DT     0080 Rx 0  
   1579   2372498.548 DT     0080 Rx 0  
   1580   2372508.525 DT     0080 Rx 0  
   1581   2372518.500 DT     0080 Rx 0  
   1582   2372528.475 DT     0080 Rx 0  
   1583   2372538.452 DT     0080 Rx 0  
   1584   2372548.427 DT     0080 Rx 0  
   1585   2372558.402 DT     0080 Rx 0  
   1586   2372568.378 DT     0080 Rx 0  
   1587   2372578.350 DT     0080 Rx 0  
   1588   2372588.325 DT     0080 Rx 0  
   1589   2372598.301 DT     0080 Rx 0  
   1590   2372602.091 DT     0717 Rx 1  7F 
   1591   2372608.278 DT     0080 Rx 0  
   1592   2372618.253 DT     0080 Rx 0  
   1593   2372628.228 DT     0080 Rx 0  
   1594   2372638.202 DT     0080 Rx 0  
   1595   2372648.178 DT     0080 Rx 0  
   1596   2372658.152 DT     0080 Rx 0  
   1597   2372668.126 DT     0080 Rx 0  
   1598   2372678.102 DT     0080 Rx 0  
   1599   2372688.077 DT     0080 Rx 0  
   1600   2372698.051 DT     0080 Rx 0  
   1601   2372708.027 DT     0080 Rx 0  
   1602   2372718.003 DT     0080 Rx 0  
   1603   2372727.979 DT     0080 Rx 0  
   1604   2372737.954 DT     0080 Rx 0  
   1605   2372747.930 DT     0080 Rx 0  
   1606   2372757.905 DT     0080 Rx 0  
   1607   2372767.880 DT     0080 Rx 0  
   1608   2372777.854 DT     0080 Rx 0  
   1609   2372787.832 DT     0080 Rx 0  
   1610   2372797.807 DT     0080 Rx 0  
   1611   2372807.784 DT     0080 Rx 0  
   1612   2372817.759 DT     0080 Rx 0  
   1613   2372827.734 DT     0080 Rx 0  
   1614   2372837.709 DT     0080 Rx 0  
   1615   2372847.684 DT     0080 Rx 0  
   1616   2372857.659 DT     0080 Rx 0  
   1617   2372867.632 DT     0080 Rx 0  
   1618   2372877.608 DT     0080 Rx 0  
   1619   2372887.582 DT     0080 Rx 0  
   1620   2372897.555 DT     0080 Rx 0  
   1621   2372907.527 DT     0080 Rx 0  
   1622   2372914.809 DT     0701 Rx 1  7F 
   1623   2372917.502 DT     0080 Rx 0  
   1624   2372927.477 DT     0080 Rx 0  
   1625   2372937.450 DT     0080 Rx 0  
   1626   2372947.422 DT     0080 Rx 0  
   1627   2372957.397 DT     0080 Rx 0  
   1628   2372967.372 DT     0080 Rx 0  
   1629   2372977.345 DT     0080 Rx 0  
   1630   2372987.320 DT     0080 Rx 0  
   1631   2372997.295 DT     0080 Rx 0  
   1632   2373007.268 DT     0080 Rx 0  
   1633   2373017.243 DT     0080 Rx 0  
   1634   2373027.216 DT     0080 Rx 0  
   1635   2373037.190 DT     0080 Rx 0  
   1636   2373047.163 DT     0080 Rx 0  
   1637   2373057.136 DT     0080 Rx 0  
   1638   2373067.108 DT     0080 Rx 0  
   1639   2373077.081 DT     0080 Rx 0  
   1640   2373087.056 DT     0080 Rx 0  
   1641   2373097.029 DT     0080 Rx 0  
   1642   2373107.002 DT     0080 Rx 0  
   1643   2373116.972 DT     0080 Rx 0  
   1644   2373126.945 DT     0080 Rx 0  
   1645   2373136.917 DT     0080 Rx 0  
   1646   2373146.890 DT     0080 Rx 0  
   1647   2373156.865 DT     0080 Rx 0  
   1648   2373166.839 DT     0080 Rx 0  
   1649   2373176.812 DT     0080 Rx 0  
   1650   2373186.784 DT     0080 Rx 0  
   1651   2373196.759 DT     0080 Rx 0  
   1652   2373206.731 DT     0080 Rx 0  
   1653   2373216.705 DT     0080 Rx 0  
   1654   2373226.678 DT     0080 Rx 0  
   1655   2373236.652 DT     0080 Rx 0  
   1656   2373246.625 DT     0080 Rx 0  
   1657   2373256.598 DT     0080 Rx 0  
   1658   2373266.472 DT     0080 Rx 0  
   1659   2373276.445 DT     0080 Rx 0  
   1660   2373286.417 DT     0080 Rx 0  
   1661   2373296.392 DT     0080 Rx 0  
   1662   2373306.364 DT     0080 Rx 0  
   1663   2373316.337 DT     0080 Rx 0  
   1664   2373326.310 DT     0080 Rx 0  
   1665   2373336.283 DT     0080 Rx 0  
   1666   2373346.258 DT     0080 Rx 0  
   1667   2373356.233 DT     0080 Rx 0  
   1668   2373366.206 DT     0080 Rx 0  
   1669   2373376.179 DT     0080 Rx 0  
   1670   2373386.152 DT     0080 Rx 0  
   1671   2373396.127 DT     0080 Rx 0  
   1672   2373406.102 DT     0080 Rx 0  
   1673   2373416.074 DT     0080 Rx 0  
   1674   2373426.046 DT     0080 Rx 0  
   1675   2373436.021 DT     0080 Rx 0  
   1676   2373445.997 DT     0080 Rx 0  
   1677   2373455.969 DT     0080 Rx 0  
   1678   2373465.943 DT     0080 Rx 0  
   1679   2373475.918 DT     0080 Rx 0  
   1680   2373485.891 DT     0080 Rx 0  
   1681   2373495.866 DT     0080 Rx 0  
   1682   2373505.841 DT     0080 Rx 0  
   1683   2373515.816 DT     0080 Rx 0  
   1684   2373525.791 DT     0080 Rx 0  
   1685   2373535.764 DT     0080 Rx 0  
   1686   2373545.739 DT     0080 Rx 0  
   1687   2373555.711 DT     0080 Rx 0  
   1688   2373565.686 DT     0080 Rx 0  
   1689   2373575.660 DT     0080 Rx 0  
   1690   2373585.635 DT     0080 Rx 0  
   1691   2373595.610 DT     0080 Rx 0  
   1692   2373601.319 DT     0717 Rx 1  7F 
   1693   2373605.584 DT     0080 Rx 0  
   1694   2373615.557 DT     0080 Rx 0  
   1695   2373625.530 DT     0080 Rx 0  
   1696   2373635.505 DT     0080 Rx 0  
   1697   2373645.478 DT     0080 Rx 0  
   1698   2373655.453 DT     0080 Rx 0  
   1699   2373665.426 DT     0080 Rx 0  
   1700   2373675.399 DT     0080 Rx 0  
   1701   2373685.372 DT     0080 Rx 0  
   1702   2373695.348 DT     0080 Rx 0  
   1703   2373702.401 DT     0601 Rx 8  2B 40 60 00 07 00 94 82 
   1704   2373702.667 DT     0581 Rx 8  60 40 60 00 00 00 00 00 
   1705   2373705.321 DT     0080 Rx 0  
   1706   2373715.295 DT     0080 Rx 0  
   1707   2373725.271 DT     0080 Rx 0  
   1708   2373735.243 DT     0080 Rx 0  
   1709   2373745.216 DT     0080 Rx 0  
   1710   2373755.188 DT     0080 Rx 0  
   1711   2373765.161 DT     0080 Rx 0  
   1712   2373775.133 DT     0080 Rx 0  
   1713   2373785.106 DT     0080 Rx 0  
   1714   2373795.078 DT     0080 Rx 0  
   1715   2373805.050 DT     0080 Rx 0  
   1716   2373815.022 DT     0080 Rx 0  
   1717   2373824.996 DT     0080 Rx 0  
   1718   2373834.968 DT     0080 Rx 0  
   1719   2373844.938 DT     0080 Rx 0  
   1720   2373854.913 DT     0080 Rx 0  
   1721   2373864.886 DT     0080 Rx 0  
   1722   2373874.858 DT     0080 Rx 0  
   1723   2373884.831 DT     0080 Rx 0  
   1724   2373894.804 DT     0080 Rx 0  
   1725   2373904.776 DT     0080 Rx 0  
   1726   2373913.599 DT     0701 Rx 1  7F 
   1727   2373914.747 DT     0080 Rx 0  
   1728   2373924.719 DT     0080 Rx 0  
   1729   2373934.692 DT     0080 Rx 0  
   1730   2373944.666 DT     0080 Rx 0  
   1731   2373954.639 DT     0080 Rx 0  
   1732   2373964.612 DT     0080 Rx 0  
   1733   2373974.586 DT     0080 Rx 0  
   1734   2373984.558 DT     0080 Rx 0  
   1735   2373994.531 DT     0080 Rx 0  
   1736   2374004.504 DT     0080 Rx 0  
   1737   2374014.479 DT     0080 Rx 0  
   1738   2374024.450 DT     0080 Rx 0  
   1739   2374034.422 DT     0080 Rx 0  
   1740   2374044.395 DT     0080 Rx 0  
   1741   2374054.367 DT     0080 Rx 0  
   1742   2374064.342 DT     0080 Rx 0  
   1743   2374074.318 DT     0080 Rx 0  
   1744   2374084.291 DT     0080 Rx 0  
   1745   2374094.268 DT     0080 Rx 0  
   1746   2374104.243 DT     0080 Rx 0  
   1747   2374114.216 DT     0080 Rx 0  
   1748   2374124.191 DT     0080 Rx 0  
   1749   2374134.163 DT     0080 Rx 0  
   1750   2374144.139 DT     0080 Rx 0  
   1751   2374154.111 DT     0080 Rx 0  
   1752   2374164.086 DT     0080 Rx 0  
   1753   2374174.061 DT     0080 Rx 0  
   1754   2374184.036 DT     0080 Rx 0  
   1755   2374194.011 DT     0080 Rx 0  
   1756   2374203.984 DT     0080 Rx 0  
   1757   2374213.958 DT     0080 Rx 0  
   1758   2374223.930 DT     0080 Rx 0  
   1759   2374233.904 DT     0080 Rx 0  
   1760   2374243.877 DT     0080 Rx 0  
   1761   2374253.852 DT     0080 Rx 0  
   1762   2374263.726 DT     0080 Rx 0  
   1763   2374273.699 DT     0080 Rx 0  
   1764   2374283.676 DT     0080 Rx 0  
   1765   2374293.646 DT     0080 Rx 0  
   1766   2374303.621 DT     0080 Rx 0  
   1767   2374313.594 DT     0080 Rx 0  
   1768   2374323.567 DT     0080 Rx 0  
   1769   2374333.539 DT     0080 Rx 0  
   1770   2374343.512 DT     0080 Rx 0  
   1771   2374353.485 DT     0080 Rx 0  
   1772   2374363.461 DT     0080 Rx 0  
   1773   2374373.436 DT     0080 Rx 0  
   1774   2374383.411 DT     0080 Rx 0  
   1775   2374393.384 DT     0080 Rx 0  
   1776   2374403.359 DT     0080 Rx 0  
   1777   2374413.334 DT     0080 Rx 0  
   1778   2374423.307 DT     0080 Rx 0  
   1779   2374433.281 DT     0080 Rx 0  
   1780   2374443.256 DT     0080 Rx 0  
   1781   2374453.229 DT     0080 Rx 0  
   1782   2374463.200 DT     0080 Rx 0  
   1783   2374473.172 DT     0080 Rx 0  
   1784   2374483.144 DT     0080 Rx 0  
   1785   2374493.117 DT     0080 Rx 0  
   1786   2374503.089 DT     0080 Rx 0  
   1787   2374513.062 DT     0080 Rx 0  
   1788   2374523.035 DT     0080 Rx 0  
   1789   2374533.008 DT     0080 Rx 0  
   1790   2374542.978 DT     0080 Rx 0  
   1791   2374552.952 DT     0080 Rx 0  
   1792   2374562.922 DT     0080 Rx 0  
   1793   2374572.897 DT     0080 Rx 0  
   1794   2374582.869 DT     0080 Rx 0  
   1795   2374592.841 DT     0080 Rx 0  
   1796   2374600.545 DT     0717 Rx 1  7F 
   1797   2374602.813 DT     0080 Rx 0  
   1798   2374612.787 DT     0080 Rx 0  
   1799   2374622.760 DT     0080 Rx 0  
   1800   2374632.734 DT     0080 Rx 0  
   1801   2374642.707 DT     0080 Rx 0  
   1802   2374652.680 DT     0080 Rx 0  
   1803   2374662.652 DT     0080 Rx 0  
   1804   2374672.625 DT     0080 Rx 0  
   1805   2374682.597 DT     0080 Rx 0  
   1806   2374692.570 DT     0080 Rx 0  
   1807   2374702.542 DT     0080 Rx 0  
   1808   2374712.514 DT     0080 Rx 0  
   1809   2374722.485 DT     0080 Rx 0  
   1810   2374732.457 DT     0080 Rx 0  
   1811   2374742.431 DT     0080 Rx 0  
   1812   2374752.403 DT     0080 Rx 0  
   1813   2374762.379 DT     0080 Rx 0  
   1814   2374772.351 DT     0080 Rx 0  
   1815   2374782.322 DT     0080 Rx 0  
   1816   2374792.294 DT     0080 Rx 0  
   1817   2374802.267 DT     0080 Rx 0  
   1818   2374812.239 DT     0080 Rx 0  
   1819   2374822.212 DT     0080 Rx 0  
   1820   2374832.183 DT     0080 Rx 0  
   1821   2374842.155 DT     0080 Rx 0  
   1822   2374852.124 DT     0080 Rx 0  
   1823   2374862.097 DT     0080 Rx 0  
   1824   2374872.070 DT     0080 Rx 0  
   1825   2374882.042 DT     0080 Rx 0  
   1826   2374892.013 DT     0080 Rx 0  
   1827   2374901.986 DT     0080 Rx 0  
   1828   2374911.961 DT     0080 Rx 0  
   1829   2374912.395 DT     0701 Rx 1  7F 
   1830   2374921.933 DT     0080 Rx 0  
   1831   2374931.906 DT     0080 Rx 0  
   1832   2374941.878 DT     0080 Rx 0  
   1833   2374951.850 DT     0080 Rx 0  
   1834   2374961.825 DT     0080 Rx 0  
   1835   2374971.798 DT     0080 Rx 0  
   1836   2374981.770 DT     0080 Rx 0  
   1837   2374991.744 DT     0080 Rx 0  
   1838   2375001.717 DT     0080 Rx 0  
   1839   2375011.692 DT     0080 Rx 0  
   1840   2375021.665 DT     0080 Rx 0  
   1841   2375031.638 DT     0080 Rx 0  
   1842   2375041.609 DT     0080 Rx 0  
   1843   2375051.581 DT     0080 Rx 0  
   1844   2375061.555 DT     0080 Rx 0  
   1845   2375071.528 DT     0080 Rx 0  
   1846   2375081.501 DT     0080 Rx 0  
   1847   2375091.471 DT     0080 Rx 0  
   1848   2375101.444 DT     0080 Rx 0  
   1849   2375111.413 DT     0080 Rx 0  
   1850   2375121.386 DT     0080 Rx 0  
   1851   2375131.359 DT     0080 Rx 0  
   1852   2375141.333 DT     0080 Rx 0  
   1853   2375151.306 DT     0080 Rx 0  
   1854   2375161.279 DT     0080 Rx 0  
   1855   2375171.249 DT     0080 Rx 0  
   1856   2375181.224 DT     0080 Rx 0  
   1857   2375191.199 DT     0080 Rx 0  
   1858   2375201.173 DT     0080 Rx 0  
   1859   2375211.145 DT     0080 Rx 0  
   1860   2375221.119 DT     0080 Rx 0  
   1861   2375231.093 DT     0080 Rx 0  
   1862   2375241.065 DT     0080 Rx 0  
   1863   2375251.041 DT     0080 Rx 0  
   1864   2375260.913 DT     0080 Rx 0  
   1865   2375270.886 DT     0080 Rx 0  
   1866   2375280.862 DT     0080 Rx 0  
   1867   2375290.834 DT     0080 Rx 0  
   1868   2375300.809 DT     0080 Rx 0  
   1869   2375310.784 DT     0080 Rx 0  
   1870   2375320.758 DT     0080 Rx 0  
   1871   2375330.733 DT     0080 Rx 0  
   1872   2375340.708 DT     0080 Rx 0  
   1873   2375350.683 DT     0080 Rx 0  
   1874   2375360.656 DT     0080 Rx 0  
   1875   2375370.630 DT     0080 Rx 0  
   1876   2375380.604 DT     0080 Rx 0  
   1877   2375390.577 DT     0080 Rx 0  
   1878   2375400.550 DT     0080 Rx 0  
   1879   2375410.523 DT     0080 Rx 0  
   1880   2375420.499 DT     0080 Rx 0  
   1881   2375430.474 DT     0080 Rx 0  
   1882   2375440.446 DT     0080 Rx 0  
   1883   2375450.419 DT     0080 Rx 0  
   1884   2375460.392 DT     0080 Rx 0  
   1885   2375470.366 DT     0080 Rx 0  
   1886   2375480.341 DT     0080 Rx 0  
   1887   2375490.314 DT     0080 Rx 0  
   1888   2375500.285 DT     0080 Rx 0  
   1889   2375510.258 DT     0080 Rx 0  
   1890   2375520.229 DT     0080 Rx 0  
   1891   2375530.204 DT     0080 Rx 0  
   1892   2375540.177 DT     0080 Rx 0  
   1893   2375550.152 DT     0080 Rx 0  
   1894   2375560.122 DT     0080 Rx 0  
   1895   2375570.095 DT     0080 Rx 0  
   1896   2375580.069 DT     0080 Rx 0  
   1897   2375590.042 DT     0080 Rx 0  
   1898   2375599.769 DT     0717 Rx 1  7F 
   1899   2375600.015 DT     0080 Rx 0  
   1900   2375609.988 DT     0080 Rx 0  
   1901   2375619.963 DT     0080 Rx 0  
   1902   2375629.937 DT     0080 Rx 0  
   1903   2375639.910 DT     0080 Rx 0  
   1904   2375649.885 DT     0080 Rx 0  
   1905   2375659.861 DT     0080 Rx 0  
   1906   2375669.837 DT     0080 Rx 0  
   1907   2375679.809 DT     0080 Rx 0  
   1908   2375689.784 DT     0080 Rx 0  
   1909   2375699.757 DT     0080 Rx 0  
   1910   2375709.732 DT     0080 Rx 0  
   1911   2375719.707 DT     0080 Rx 0  
   1912   2375729.682 DT     0080 Rx 0  
   1913   2375739.657 DT     0080 Rx 0  
   1914   2375749.630 DT     0080 Rx 0  
   1915   2375759.601 DT     0080 Rx 0  
   1916   2375769.574 DT     0080 Rx 0  
   1917   2375779.547 DT     0080 Rx 0  
   1918   2375789.517 DT     0080 Rx 0  
   1919   2375799.489 DT     0080 Rx 0  
   1920   2375809.462 DT     0080 Rx 0  
   1921   2375819.435 DT     0080 Rx 0  
   1922   2375829.411 DT     0080 Rx 0  
   1923   2375839.383 DT     0080 Rx 0  
   1924   2375849.358 DT     0080 Rx 0  
   1925   2375859.331 DT     0080 Rx 0  
   1926   2375869.304 DT     0080 Rx 0  
   1927   2375879.277 DT     0080 Rx 0  
   1928   2375889.251 DT     0080 Rx 0  
   1929   2375899.224 DT     0080 Rx 0  
   1930   2375909.197 DT     0080 Rx 0  
   1931   2375911.153 DT     0701 Rx 1  7F 
   1932   2375919.171 DT     0080 Rx 0  
   1933   2375929.143 DT     0080 Rx 0  
   1934   2375939.116 DT     0080 Rx 0  
   1935   2375949.091 DT     0080 Rx 0  
