;$FILEVERSION=2.0
;$STARTTIME=45224.5492104398
;$COLUMNS=N,O,T,I,d,l,D
;
;   Start time: 2023/10/25 13:10:51.782.0
;   Generated by PCAN-View v4.3.4.615





[TPDO1]
1=0x60640020
2=0x607A0020


;-------------------------------------------------------------------------------
;   Connection                 Bit rate
;   PCANLight_USB_16@pcan_usb  Nominal 1 MBit/s, Data 1 MBit/s
;-------------------------------------------------------------------------------
;   Message   Time    Type ID     Rx/Tx
;   Number    Offset  |    [hex]  |  Data Length
;   |         [ms]    |    |      |  |  Data [hex] ...
;   |         |       |    |      |  |  |
;---+-- ------+------ +- --+----- +- +- +- +- -- -- -- -- -- -- --
   8324   2399223.716 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   8325   2399223.838 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8326   2399225.679 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8327   2399232.600 DT     0080 Rx 0  
   8328   2399233.585 DT     0197 Rx 8  36 60 00 00 DE 5D 00 00 
   8329   2399233.707 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8330   2399233.832 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   8331   2399235.651 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8332   2399242.474 DT     0080 Rx 0  
   8333   2399243.479 DT     0197 Rx 8  22 60 00 00 E8 5D 00 00 
   8334   2399243.601 DT     0297 Rx 8  00 00 00 00 00 01 65 07 
   8335   2399243.723 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8336   2399245.524 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8337   2399252.449 DT     0080 Rx 0  
   8338   2399253.473 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   8339   2399253.595 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8340   2399253.719 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   8341   2399255.503 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8342   2399262.424 DT     0080 Rx 0  
   8343   2399263.482 DT     0297 Rx 8  00 00 00 00 00 01 62 07 
   8344   2399263.606 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8345   2399265.473 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8346   2399272.399 DT     0080 Rx 0  
   8347   2399273.476 DT     0297 Rx 8  00 00 00 00 00 01 65 07 
   8348   2399273.597 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8349   2399275.449 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8350   2399282.372 DT     0080 Rx 0  
   8351   2399283.453 DT     0197 Rx 8  22 60 00 00 E8 5D 00 00 
   8352   2399283.575 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8353   2399283.697 DT     0297 Rx 8  00 00 00 00 00 01 64 07 
   8354   2399285.423 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8355   2399292.346 DT     0080 Rx 0  
   8356   2399293.446 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   8357   2399293.570 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8358   2399293.691 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   8359   2399295.397 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8360   2399302.322 DT     0080 Rx 0  
   8361   2399303.439 DT     0197 Rx 8  2C 60 00 00 E8 5D 00 00 
   8362   2399303.564 DT     0181 Rx 8  F2 FF 04 00 F3 FF 04 00 
   8363   2399303.688 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   8364   2399305.371 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8365   2399312.297 DT     0080 Rx 0  
   8366   2399313.433 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   8367   2399313.555 DT     0297 Rx 8  00 00 00 00 00 01 5F 07 
   8368   2399313.679 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8369   2399315.347 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8370   2399322.273 DT     0080 Rx 0  
   8371   2399323.427 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   8372   2399323.549 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8373   2399325.323 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8374   2399332.246 DT     0080 Rx 0  
   8375   2399333.417 DT     0197 Rx 8  18 60 00 00 E8 5D 00 00 
   8376   2399333.542 DT     0181 Rx 8  F2 FF 04 00 F3 FF 04 00 
   8377   2399333.665 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   8378   2399335.298 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8379   2399342.222 DT     0080 Rx 0  
   8380   2399343.413 DT     0197 Rx 8  2C 60 00 00 E8 5D 00 00 
   8381   2399343.537 DT     0181 Rx 8  F2 FF 04 00 F3 FF 04 00 
   8382   2399343.660 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   8383   2399345.275 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8384   2399352.196 DT     0080 Rx 0  
   8385   2399353.405 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   8386   2399353.530 DT     0181 Rx 8  F2 FF 04 00 F3 FF 04 00 
   8387   2399353.651 DT     0297 Rx 8  00 00 00 00 00 01 64 07 
   8388   2399355.251 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8389   2399362.172 DT     0080 Rx 0  
   8390   2399363.399 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   8391   2399363.523 DT     0181 Rx 8  F2 FF 04 00 F3 FF 04 00 
   8392   2399363.647 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   8393   2399365.225 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8394   2399372.148 DT     0080 Rx 0  
   8395   2399373.387 DT     0181 Rx 8  F2 FF 04 00 F3 FF 04 00 
   8396   2399375.199 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8397   2399382.124 DT     0080 Rx 0  
   8398   2399383.384 DT     0197 Rx 8  22 60 00 00 D4 5D 00 00 
   8399   2399383.508 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8400   2399385.174 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8401   2399392.100 DT     0080 Rx 0  
   8402   2399392.481 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8403   2399393.379 DT     0197 Rx 8  2C 60 00 00 E8 5D 00 00 
   8404   2399393.501 DT     0297 Rx 8  00 00 00 00 00 01 63 07 
   8405   2399395.150 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8406   2399402.074 DT     0080 Rx 0  
   8407   2399402.472 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8408   2399403.372 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   8409   2399403.496 DT     0297 Rx 8  00 00 00 00 00 01 64 07 
   8410   2399405.123 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8411   2399412.050 DT     0080 Rx 0  
   8412   2399412.343 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8413   2399413.365 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   8414   2399413.489 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   8415   2399415.098 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8416   2399422.021 DT     0080 Rx 0  
   8417   2399422.457 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8418   2399423.377 DT     0297 Rx 8  00 00 00 00 00 01 62 07 
   8419   2399425.071 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8420   2399431.995 DT     0080 Rx 0  
   8421   2399432.434 DT     0181 Rx 8  F2 FF 04 00 F3 FF 04 00 
   8422   2399433.351 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   8423   2399433.472 DT     0297 Rx 8  00 00 00 00 00 01 63 07 
   8424   2399435.045 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8425   2399441.971 DT     0080 Rx 0  
   8426   2399442.405 DT     0181 Rx 8  F2 FF 04 00 F3 FF 04 00 
   8427   2399443.345 DT     0197 Rx 8  22 60 00 00 E8 5D 00 00 
   8428   2399443.466 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   8429   2399445.021 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8430   2399451.945 DT     0080 Rx 0  
   8431   2399452.311 DT     0181 Rx 8  F2 FF 04 00 F3 FF 04 00 
   8432   2399453.336 DT     0197 Rx 8  22 60 00 00 D4 5D 00 00 
   8433   2399454.995 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8434   2399461.921 DT     0080 Rx 0  
   8435   2399462.358 DT     0181 Rx 8  F2 FF 04 00 F3 FF 04 00 
   8436   2399463.348 DT     0297 Rx 8  00 00 00 00 00 01 62 07 
   8437   2399464.972 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8438   2399471.895 DT     0080 Rx 0  
   8439   2399472.385 DT     0181 Rx 8  F2 FF 04 00 F3 FF 04 00 
   8440   2399473.324 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   8441   2399473.446 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   8442   2399474.947 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8443   2399481.870 DT     0080 Rx 0  
   8444   2399482.268 DT     0181 Rx 8  F2 FF 04 00 F3 FF 04 00 
   8445   2399483.317 DT     0197 Rx 8  22 60 00 00 E8 5D 00 00 
   8446   2399483.438 DT     0297 Rx 8  00 00 00 00 00 01 65 07 
   8447   2399484.922 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8448   2399491.847 DT     0080 Rx 0  
   8449   2399492.258 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8450   2399493.328 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   8451   2399494.897 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8452   2399501.821 DT     0080 Rx 0  
   8453   2399502.209 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8454   2399503.303 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   8455   2399504.873 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8456   2399511.796 DT     0080 Rx 0  
   8457   2399512.233 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8458   2399513.297 DT     0197 Rx 8  22 60 00 00 D4 5D 00 00 
   8459   2399514.846 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8460   2399521.772 DT     0080 Rx 0  
   8461   2399522.220 DT     0181 Rx 8  F2 FF 04 00 F3 FF 04 00 
   8462   2399523.308 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   8463   2399524.822 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8464   2399531.745 DT     0080 Rx 0  
   8465   2399532.212 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8466   2399533.284 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   8467   2399533.406 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   8468   2399534.798 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8469   2399541.724 DT     0080 Rx 0  
   8470   2399542.266 DT     0181 Rx 8  F2 FF 04 00 F3 FF 04 00 
   8471   2399543.278 DT     0197 Rx 8  22 60 00 00 D4 5D 00 00 
   8472   2399544.773 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8473   2399551.695 DT     0080 Rx 0  
   8474   2399552.153 DT     0181 Rx 8  F2 FF 04 00 F3 FF 04 00 
   8475   2399553.270 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   8476   2399553.395 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   8477   2399554.746 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8478   2399561.671 DT     0080 Rx 0  
   8479   2399562.248 DT     0181 Rx 8  F2 FF 04 00 F3 FF 04 00 
   8480   2399563.263 DT     0197 Rx 8  2C 60 00 00 E8 5D 00 00 
   8481   2399563.387 DT     0297 Rx 8  00 00 00 00 00 01 5F 07 
   8482   2399564.721 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8483   2399571.644 DT     0080 Rx 0  
   8484   2399572.149 DT     0181 Rx 8  F2 FF 04 00 F3 FF 04 00 
   8485   2399573.274 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   8486   2399574.697 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8487   2399581.183 DT     0717 Rx 1  05 
   8488   2399581.619 DT     0080 Rx 0  
   8489   2399582.137 DT     0181 Rx 8  F2 FF 04 00 F3 FF 04 00 
   8490   2399583.267 DT     0297 Rx 8  00 00 00 00 00 01 62 07 
   8491   2399584.669 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8492   2399591.592 DT     0080 Rx 0  
   8493   2399592.146 DT     0181 Rx 8  F2 FF 04 00 F3 FF 04 00 
   8494   2399593.243 DT     0197 Rx 8  2C 60 00 00 D4 5D 00 00 
   8495   2399594.642 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8496   2399601.567 DT     0080 Rx 0  
   8497   2399602.207 DT     0181 Rx 8  F2 FF 04 00 F3 FF 04 00 
   8498   2399603.253 DT     0297 Rx 8  00 00 00 00 00 01 5F 07 
   8499   2399604.619 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8500   2399611.543 DT     0080 Rx 0  
   8501   2399612.206 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8502   2399613.229 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   8503   2399613.353 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   8504   2399614.595 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8505   2399621.518 DT     0080 Rx 0  
   8506   2399622.199 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8507   2399623.222 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   8508   2399623.346 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   8509   2399624.570 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8510   2399631.496 DT     0080 Rx 0  
   8511   2399632.097 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8512   2399633.218 DT     0197 Rx 8  18 60 00 00 DE 5D 00 00 
   8513   2399634.546 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8514   2399641.469 DT     0080 Rx 0  
   8515   2399642.182 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8516   2399643.209 DT     0197 Rx 8  22 60 00 00 D4 5D 00 00 
   8517   2399643.333 DT     0297 Rx 8  00 00 00 00 00 01 62 07 
   8518   2399644.519 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8519   2399651.445 DT     0080 Rx 0  
   8520   2399652.079 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8521   2399653.203 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   8522   2399653.326 DT     0297 Rx 8  00 00 00 00 00 01 64 07 
   8523   2399654.495 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8524   2399661.421 DT     0080 Rx 0  
   8525   2399662.019 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8526   2399663.198 DT     0197 Rx 8  2C 60 00 00 E8 5D 00 00 
   8527   2399663.320 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   8528   2399664.471 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8529   2399671.395 DT     0080 Rx 0  
   8530   2399672.123 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8531   2399673.189 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   8532   2399673.312 DT     0297 Rx 8  00 00 00 00 00 01 62 07 
   8533   2399674.444 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8534   2399681.368 DT     0080 Rx 0  
   8535   2399682.012 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8536   2399683.183 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   8537   2399683.305 DT     0297 Rx 8  00 00 00 00 00 01 64 07 
   8538   2399684.417 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8539   2399691.343 DT     0080 Rx 0  
   8540   2399691.996 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8541   2399693.177 DT     0197 Rx 8  2C 60 00 00 D4 5D 00 00 
   8542   2399693.299 DT     0297 Rx 8  00 00 00 00 00 01 65 07 
   8543   2399694.394 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8544   2399701.317 DT     0080 Rx 0  
   8545   2399702.087 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8546   2399703.168 DT     0197 Rx 8  22 60 00 00 D4 5D 00 00 
   8547   2399703.290 DT     0297 Rx 8  00 00 00 00 00 01 63 07 
   8548   2399704.367 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8549   2399711.289 DT     0080 Rx 0  
   8550   2399712.100 DT     0181 Rx 8  F2 FF 04 00 F3 FF 04 00 
   8551   2399713.161 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   8552   2399713.286 DT     0297 Rx 8  00 00 00 00 00 01 64 07 
   8553   2399714.342 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8554   2399721.264 DT     0080 Rx 0  
   8555   2399722.090 DT     0181 Rx 8  F2 FF 04 00 F3 FF 04 00 
   8556   2399723.171 DT     0297 Rx 8  00 00 00 00 00 01 63 07 
   8557   2399724.314 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8558   2399731.237 DT     0080 Rx 0  
   8559   2399732.060 DT     0181 Rx 8  F2 FF 04 00 F3 FF 04 00 
   8560   2399733.150 DT     0197 Rx 8  22 60 00 00 D4 5D 00 00 
   8561   2399733.271 DT     0297 Rx 8  00 00 00 00 00 01 65 07 
   8562   2399734.287 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8563   2399741.213 DT     0080 Rx 0  
   8564   2399742.038 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8565   2399743.142 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   8566   2399743.266 DT     0297 Rx 8  00 00 00 00 00 01 5F 07 
   8567   2399744.263 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8568   2399751.188 DT     0080 Rx 0  
   8569   2399751.947 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8570   2399753.137 DT     0197 Rx 8  2C 60 00 00 D4 5D 00 00 
   8571   2399753.258 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   8572   2399754.239 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8573   2399761.162 DT     0080 Rx 0  
   8574   2399762.020 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8575   2399763.127 DT     0197 Rx 8  18 60 00 00 DE 5D 00 00 
   8576   2399763.252 DT     0297 Rx 8  00 00 00 00 00 01 5F 07 
   8577   2399764.215 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8578   2399771.138 DT     0080 Rx 0  
   8579   2399772.022 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8580   2399773.121 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   8581   2399773.243 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   8582   2399774.189 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8583   2399781.112 DT     0080 Rx 0  
   8584   2399781.909 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8585   2399783.130 DT     0297 Rx 8  00 00 00 00 00 01 63 07 
   8586   2399784.162 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8587   2399791.086 DT     0080 Rx 0  
   8588   2399792.007 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8589   2399793.109 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   8590   2399793.231 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   8591   2399794.135 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8592   2399801.060 DT     0080 Rx 0  
   8593   2399801.908 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8594   2399803.101 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   8595   2399804.109 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8596   2399811.032 DT     0080 Rx 0  
   8597   2399811.983 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8598   2399813.095 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   8599   2399813.220 DT     0297 Rx 8  00 00 00 00 00 01 62 07 
   8600   2399814.082 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8601   2399821.005 DT     0080 Rx 0  
   8602   2399821.968 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8603   2399823.090 DT     0197 Rx 8  2C 60 00 00 E8 5D 00 00 
   8604   2399823.212 DT     0297 Rx 8  00 00 00 00 00 01 5F 07 
   8605   2399824.054 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8606   2399830.980 DT     0080 Rx 0  
   8607   2399831.833 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8608   2399833.098 DT     0297 Rx 8  00 00 00 00 00 01 62 07 
   8609   2399834.029 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8610   2399840.955 DT     0080 Rx 0  
   8611   2399841.964 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8612   2399843.076 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   8613   2399843.198 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   8614   2399844.005 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8615   2399850.928 DT     0080 Rx 0  
   8616   2399851.838 DT     0181 Rx 8  F4 FF 04 00 F3 FF 04 00 
   8617   2399853.085 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   8618   2399853.979 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8619   2399860.902 DT     0080 Rx 0  
   8620   2399861.806 DT     0181 Rx 8  F4 FF 04 00 F3 FF 04 00 
   8621   2399863.079 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   8622   2399863.954 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8623   2399870.878 DT     0080 Rx 0  
   8624   2399871.792 DT     0181 Rx 8  F4 FF 04 00 F3 FF 04 00 
   8625   2399873.053 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   8626   2399873.175 DT     0297 Rx 8  00 00 00 00 00 01 64 07 
   8627   2399873.927 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8628   2399880.851 DT     0080 Rx 0  
   8629   2399881.796 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8630   2399881.853 DT     0701 Rx 1  05 
   8631   2399883.048 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   8632   2399883.172 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   8633   2399883.901 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8634   2399890.824 DT     0080 Rx 0  
   8635   2399891.878 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8636   2399893.041 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   8637   2399893.163 DT     0297 Rx 8  00 00 00 00 00 01 62 07 
   8638   2399893.877 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8639   2399900.799 DT     0080 Rx 0  
   8640   2399901.883 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8641   2399903.051 DT     0297 Rx 8  00 00 00 00 00 01 60 07 
   8642   2399903.852 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8643   2399910.776 DT     0080 Rx 0  
   8644   2399911.872 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8645   2399913.027 DT     0197 Rx 8  22 60 00 00 D4 5D 00 00 
   8646   2399913.149 DT     0297 Rx 8  00 00 00 00 00 01 63 07 
   8647   2399913.828 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8648   2399920.751 DT     0080 Rx 0  
   8649   2399921.861 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8650   2399923.021 DT     0197 Rx 8  2C 60 00 00 E8 5D 00 00 
   8651   2399923.145 DT     0297 Rx 8  00 00 00 00 00 01 5D 07 
   8652   2399923.801 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8653   2399930.725 DT     0080 Rx 0  
   8654   2399931.733 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8655   2399933.013 DT     0197 Rx 8  22 60 00 00 DE 5D 00 00 
   8656   2399933.137 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   8657   2399933.776 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8658   2399940.700 DT     0080 Rx 0  
   8659   2399941.714 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8660   2399943.024 DT     0297 Rx 8  00 00 00 00 00 01 62 07 
   8661   2399943.750 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8662   2399950.674 DT     0080 Rx 0  
   8663   2399951.731 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8664   2399953.018 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   8665   2399953.724 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8666   2399960.647 DT     0080 Rx 0  
   8667   2399961.809 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8668   2399962.994 DT     0197 Rx 8  22 60 00 00 D4 5D 00 00 
   8669   2399963.118 DT     0297 Rx 8  00 00 00 00 00 01 64 07 
   8670   2399963.697 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8671   2399970.620 DT     0080 Rx 0  
   8672   2399971.712 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8673   2399972.988 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   8674   2399973.111 DT     0297 Rx 8  00 00 00 00 00 01 5E 07 
   8675   2399973.670 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8676   2399980.593 DT     0080 Rx 0  
   8677   2399981.804 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8678   2399982.998 DT     0297 Rx 8  00 00 00 00 00 01 62 07 
   8679   2399983.643 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8680   2399990.569 DT     0080 Rx 0  
   8681   2399991.678 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8682   2399992.973 DT     0197 Rx 8  2C 60 00 00 E8 5D 00 00 
   8683   2399993.095 DT     0297 Rx 8  00 00 00 00 00 01 63 07 
   8684   2399993.619 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8685   2400000.542 DT     0080 Rx 0  
   8686   2400001.657 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8687   2400002.967 DT     0197 Rx 8  36 60 00 00 DE 5D 00 00 
   8688   2400003.089 DT     0297 Rx 8  00 00 00 00 00 01 62 07 
   8689   2400003.592 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8690   2400010.516 DT     0080 Rx 0  
   8691   2400011.666 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
   8692   2400012.961 DT     0197 Rx 8  2C 60 00 00 DE 5D 00 00 
   8693   2400013.083 DT     0297 Rx 8  00 00 00 00 00 01 61 07 
   8694   2400013.566 DT     0201 Rx 6  0F 00 F3 FF 04 00 
   8695   2400020.489 DT     0080 Rx 0  
   8696   2400021.655 DT     0181 Rx 8  F3 FF 04 00 F3 FF 04 00 
