;$FILEVERSION=2.0
;$STARTTIME=45232.8237570602
;$COLUMNS=N,O,T,I,d,l,D
;
;   Start time: 2023/11/2 19:46:12.610.0
;   Generated by PCAN-View v4.3.4.615
;-------------------------------------------------------------------------------
;   Connection                 Bit rate
;   PCANLight_USB_16@pcan_usb  Nominal 1 MBit/s, Data 1 MBit/s
;-------------------------------------------------------------------------------
;   Message   Time    Type ID     Rx/Tx
;   Number    Offset  |    [hex]  |  Data Length
;   |         [ms]    |    |      |  |  Data [hex] ...
;   |         |       |    |      |  |  |
;---+-- ------+------ +- --+----- +- +- +- +- -- -- -- -- -- -- --
    547      6849.807 DT     0080 Rx 0  
    548      6859.783 DT     0080 Rx 0  
    549      6869.756 DT     0080 Rx 0  
    550      6879.730 DT     0080 Rx 0  
    551      6889.705 DT     0080 Rx 0  
    552      6899.682 DT     0080 Rx 0  
    553      6909.657 DT     0080 Rx 0  
    554      6910.818 DT     0701 Rx 1  7F 
    555      6919.633 DT     0080 Rx 0  
    556      6929.609 DT     0080 Rx 0  
    557      6939.583 DT     0080 Rx 0  
    558      6949.559 DT     0080 Rx 0  
    559      6959.535 DT     0080 Rx 0  
    560      6969.510 DT     0080 Rx 0  
    561      6979.486 DT     0080 Rx 0  
    562      6989.462 DT     0080 Rx 0  
    563      6999.438 DT     0080 Rx 0  
    564      7009.413 DT     0080 Rx 0  
    565      7019.386 DT     0080 Rx 0  
    566      7029.362 DT     0080 Rx 0  
    567      7039.340 DT     0080 Rx 0  
    568      7049.313 DT     0080 Rx 0  
    569      7059.286 DT     0080 Rx 0  
    570      7069.261 DT     0080 Rx 0  
    571      7079.238 DT     0080 Rx 0  
    572      7089.214 DT     0080 Rx 0  
    573      7099.188 DT     0080 Rx 0  
    574      7109.162 DT     0080 Rx 0  
    575      7119.136 DT     0080 Rx 0  
    576      7129.114 DT     0080 Rx 0  
    577      7139.090 DT     0080 Rx 0  
    578      7149.068 DT     0080 Rx 0  
    579      7159.041 DT     0080 Rx 0  
    580      7169.018 DT     0080 Rx 0  
    581      7178.995 DT     0080 Rx 0  
    582      7188.970 DT     0080 Rx 0  
    583      7198.846 DT     0080 Rx 0  
    584      7208.823 DT     0080 Rx 0  
    585      7218.800 DT     0080 Rx 0  
    586      7228.773 DT     0080 Rx 0  
    587      7238.749 DT     0080 Rx 0  
    588      7248.724 DT     0080 Rx 0  
    589      7258.698 DT     0080 Rx 0  
    590      7268.674 DT     0080 Rx 0  
    591      7278.649 DT     0080 Rx 0  
    592      7288.624 DT     0080 Rx 0  
    593      7298.598 DT     0080 Rx 0  
    594      7308.574 DT     0080 Rx 0  
    595      7318.553 DT     0080 Rx 0  
    596      7328.531 DT     0080 Rx 0  
    597      7338.507 DT     0080 Rx 0  
    598      7348.481 DT     0080 Rx 0  
    599      7358.458 DT     0080 Rx 0  
    600      7368.433 DT     0080 Rx 0  
    601      7378.410 DT     0080 Rx 0  
    602      7388.386 DT     0080 Rx 0  
    603      7398.358 DT     0080 Rx 0  
    604      7408.335 DT     0080 Rx 0  
    605      7418.312 DT     0080 Rx 0  
    606      7428.285 DT     0080 Rx 0  
    607      7438.262 DT     0080 Rx 0  
    608      7448.238 DT     0080 Rx 0  
    609      7458.215 DT     0080 Rx 0  
    610      7468.190 DT     0080 Rx 0  
    611      7478.165 DT     0080 Rx 0  
    612      7488.143 DT     0080 Rx 0  
    613      7498.118 DT     0080 Rx 0  
    614      7508.092 DT     0080 Rx 0  
    615      7518.067 DT     0080 Rx 0  
    616      7528.043 DT     0080 Rx 0  
    617      7538.021 DT     0080 Rx 0  
    618      7547.995 DT     0080 Rx 0  
    619      7557.970 DT     0080 Rx 0  
    620      7567.944 DT     0080 Rx 0  
    621      7577.920 DT     0080 Rx 0  
    622      7587.896 DT     0080 Rx 0  
    623      7592.909 DT     0000 Rx 2  01 00 
    624      7593.361 DT     0181 Rx 8  00 80 50 02 77 FF 01 00 
    625      7593.487 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
    626      7597.870 DT     0080 Rx 0  
    627      7607.847 DT     0080 Rx 0  
    628      7617.822 DT     0080 Rx 0  
    629      7627.797 DT     0080 Rx 0  
    630      7637.774 DT     0080 Rx 0  
    631      7647.750 DT     0080 Rx 0  
    632      7657.728 DT     0080 Rx 0  
    633      7667.701 DT     0080 Rx 0  
    634      7668.327 DT     0281 Rx 8  00 00 00 00 E8 03 00 00 
    635      7668.508 DT     0181 Rx 8  00 80 50 02 78 FF 01 00 
    636      7677.678 DT     0080 Rx 0  
    637      7687.652 DT     0080 Rx 0  
    638      7697.629 DT     0080 Rx 0  
    639      7698.268 DT     0181 Rx 8  00 80 50 02 77 FF 01 00 
    640      7698.395 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
    641      7707.605 DT     0080 Rx 0  
    642      7717.583 DT     0080 Rx 0  
    643      7727.560 DT     0080 Rx 0  
    644      7737.535 DT     0080 Rx 0  
    645      7747.513 DT     0080 Rx 0  
    646      7757.489 DT     0080 Rx 0  
    647      7767.468 DT     0080 Rx 0  
    648      7777.444 DT     0080 Rx 0  
    649      7787.419 DT     0080 Rx 0  
    650      7797.396 DT     0080 Rx 0  
    651      7807.371 DT     0080 Rx 0  
    652      7817.346 DT     0080 Rx 0  
    653      7827.321 DT     0080 Rx 0  
    654      7837.297 DT     0080 Rx 0  
    655      7847.273 DT     0080 Rx 0  
    656      7857.249 DT     0080 Rx 0  
    657      7867.223 DT     0080 Rx 0  
    658      7877.199 DT     0080 Rx 0  
    659      7887.176 DT     0080 Rx 0  
    660      7897.150 DT     0080 Rx 0  
    661      7901.232 DT     0181 Rx 8  00 80 50 02 78 FF 01 00 
    662      7901.356 DT     0281 Rx 8  00 00 00 00 E8 03 00 00 
    663      7907.122 DT     0080 Rx 0  
    664      7910.075 DT     0701 Rx 1  05 
    665      7917.096 DT     0080 Rx 0  
    666      7927.072 DT     0080 Rx 0  
    667      7931.154 DT     0181 Rx 8  00 80 50 02 77 FF 01 00 
    668      7931.282 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
    669      7937.047 DT     0080 Rx 0  
    670      7947.023 DT     0080 Rx 0  
    671      7956.998 DT     0080 Rx 0  
    672      7966.975 DT     0080 Rx 0  
    673      7976.951 DT     0080 Rx 0  
    674      7986.926 DT     0080 Rx 0  
    675      7996.902 DT     0080 Rx 0  
    676      8006.877 DT     0080 Rx 0  
    677      8016.851 DT     0080 Rx 0  
    678      8026.826 DT     0080 Rx 0  
    679      8036.800 DT     0080 Rx 0  
    680      8046.777 DT     0080 Rx 0  
    681      8056.753 DT     0080 Rx 0  
    682      8066.727 DT     0080 Rx 0  
    683      8074.102 DT     0181 Rx 8  00 80 50 02 76 FF 01 00 
    684      8074.224 DT     0281 Rx 8  00 00 00 00 18 FC FF FF 
    685      8076.702 DT     0080 Rx 0  
    686      8086.677 DT     0080 Rx 0  
    687      8096.654 DT     0080 Rx 0  
    688      8104.194 DT     0181 Rx 8  00 80 50 02 77 FF 01 00 
    689      8104.321 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
    690      8106.627 DT     0080 Rx 0  
    691      8116.603 DT     0080 Rx 0  
    692      8126.580 DT     0080 Rx 0  
    693      8136.087 DT     0181 Rx 8  00 80 50 02 78 FF 01 00 
    694      8136.209 DT     0281 Rx 8  00 00 00 00 E8 03 00 00 
    695      8136.553 DT     0080 Rx 0  
    696      8146.527 DT     0080 Rx 0  
    697      8156.503 DT     0080 Rx 0  
    698      8166.086 DT     0181 Rx 8  00 80 50 02 78 FF 01 00 
    699      8166.211 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
    700      8166.481 DT     0080 Rx 0  
    701      8176.456 DT     0080 Rx 0  
    702      8186.433 DT     0080 Rx 0  
    703      8196.408 DT     0080 Rx 0  
    704      8202.048 DT     0181 Rx 8  00 80 50 02 77 FF 01 00 
    705      8202.171 DT     0281 Rx 8  00 00 00 00 18 FC FF FF 
    706      8206.284 DT     0080 Rx 0  
    707      8216.259 DT     0080 Rx 0  
    708      8226.236 DT     0080 Rx 0  
    709      8232.022 DT     0181 Rx 8  00 80 50 02 78 FF 01 00 
    710      8232.147 DT     0281 Rx 8  00 00 00 00 E8 03 00 00 
    711      8236.213 DT     0080 Rx 0  
    712      8246.190 DT     0080 Rx 0  
    713      8256.165 DT     0080 Rx 0  
    714      8261.900 DT     0181 Rx 8  00 80 50 02 77 FF 01 00 
    715      8262.024 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
    716      8266.144 DT     0080 Rx 0  
    717      8276.120 DT     0080 Rx 0  
    718      8286.095 DT     0080 Rx 0  
    719      8291.915 DT     0181 Rx 8  00 80 50 02 77 FF 01 00 
    720      8292.042 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
    721      8296.074 DT     0080 Rx 0  
    722      8306.050 DT     0080 Rx 0  
    723      8316.027 DT     0080 Rx 0  
    724      8321.872 DT     0181 Rx 8  00 80 50 02 78 FF 01 00 
    725      8321.995 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
    726      8326.003 DT     0080 Rx 0  
    727      8335.979 DT     0080 Rx 0  
    728      8345.955 DT     0080 Rx 0  
    729      8355.935 DT     0080 Rx 0  
    730      8365.910 DT     0080 Rx 0  
    731      8375.885 DT     0080 Rx 0  
    732      8385.860 DT     0080 Rx 0  
    733      8395.837 DT     0080 Rx 0  
    734      8405.812 DT     0080 Rx 0  
    735      8410.917 DT     0181 Rx 8  00 80 50 02 77 FF 01 00 
    736      8411.040 DT     0281 Rx 8  00 00 00 00 18 FC FF FF 
    737      8415.788 DT     0080 Rx 0  
    738      8425.762 DT     0080 Rx 0  
    739      8435.739 DT     0080 Rx 0  
    740      8440.824 DT     0181 Rx 8  00 80 50 02 78 FF 01 00 
    741      8440.953 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
    742      8445.713 DT     0080 Rx 0  
    743      8455.689 DT     0080 Rx 0  
    744      8465.663 DT     0080 Rx 0  
    745      8470.702 DT     0181 Rx 8  00 80 50 02 77 FF 01 00 
    746      8470.828 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
    747      8475.639 DT     0080 Rx 0  
    748      8485.615 DT     0080 Rx 0  
    749      8495.589 DT     0080 Rx 0  
    750      8505.566 DT     0080 Rx 0  
    751      8515.543 DT     0080 Rx 0  
    752      8525.519 DT     0080 Rx 0  
    753      8535.492 DT     0080 Rx 0  
    754      8544.752 DT     0181 Rx 8  00 80 50 02 78 FF 01 00 
    755      8544.876 DT     0281 Rx 8  00 00 00 00 E8 03 00 00 
    756      8545.469 DT     0080 Rx 0  
    757      8555.443 DT     0080 Rx 0  
    758      8565.419 DT     0080 Rx 0  
    759      8574.740 DT     0181 Rx 8  00 80 50 02 78 FF 01 00 
    760      8574.865 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
    761      8575.395 DT     0080 Rx 0  
    762      8585.368 DT     0080 Rx 0  
    763      8595.345 DT     0080 Rx 0  
    764      8605.318 DT     0080 Rx 0  
    765      8615.294 DT     0080 Rx 0  
    766      8620.794 DT     0181 Rx 8  00 80 50 02 77 FF 01 00 
    767      8620.916 DT     0281 Rx 8  00 00 00 00 18 FC FF FF 
    768      8625.269 DT     0080 Rx 0  
    769      8635.246 DT     0080 Rx 0  
    770      8645.222 DT     0080 Rx 0  
    771      8650.655 DT     0181 Rx 8  00 80 50 02 78 FF 01 00 
    772      8650.783 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
    773      8655.196 DT     0080 Rx 0  
    774      8665.169 DT     0080 Rx 0  
    775      8675.143 DT     0080 Rx 0  
    776      8685.119 DT     0080 Rx 0  
    777      8695.092 DT     0080 Rx 0  
    778      8705.067 DT     0080 Rx 0  
    779      8715.045 DT     0080 Rx 0  
    780      8725.021 DT     0080 Rx 0  
    781      8734.997 DT     0080 Rx 0  
    782      8744.974 DT     0080 Rx 0  
    783      8754.947 DT     0080 Rx 0  
    784      8764.922 DT     0080 Rx 0  
    785      8774.897 DT     0080 Rx 0  
    786      8784.869 DT     0080 Rx 0  
    787      8790.561 DT     0181 Rx 8  00 80 50 02 77 FF 01 00 
    788      8790.685 DT     0281 Rx 8  00 00 00 00 18 FC FF FF 
    789      8794.845 DT     0080 Rx 0  
    790      8804.818 DT     0080 Rx 0  
    791      8814.794 DT     0080 Rx 0  
    792      8820.571 DT     0181 Rx 8  00 80 50 02 78 FF 01 00 
    793      8820.695 DT     0281 Rx 8  00 00 00 00 E8 03 00 00 
    794      8824.768 DT     0080 Rx 0  
    795      8834.740 DT     0080 Rx 0  
    796      8844.714 DT     0080 Rx 0  
    797      8850.477 DT     0181 Rx 8  00 80 50 02 78 FF 01 00 
    798      8850.604 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
    799      8854.686 DT     0080 Rx 0  
    800      8864.659 DT     0080 Rx 0  
    801      8874.633 DT     0080 Rx 0  
    802      8880.449 DT     0181 Rx 8  00 80 50 02 77 FF 01 00 
    803      8880.574 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
    804      8884.607 DT     0080 Rx 0  
    805      8894.578 DT     0080 Rx 0  
    806      8904.551 DT     0080 Rx 0  
    807      8909.373 DT     0701 Rx 1  05 
    808      8910.502 DT     0181 Rx 8  00 80 50 02 77 FF 01 00 
    809      8910.627 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
    810      8914.527 DT     0080 Rx 0  
    811      8924.500 DT     0080 Rx 0  
    812      8934.477 DT     0080 Rx 0  
    813      8940.468 DT     0181 Rx 8  00 80 50 02 78 FF 01 00 
    814      8940.594 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
    815      8944.451 DT     0080 Rx 0  
    816      8954.430 DT     0080 Rx 0  
    817      8964.404 DT     0080 Rx 0  
    818      8974.376 DT     0080 Rx 0  
    819      8984.349 DT     0080 Rx 0  
    820      8994.324 DT     0080 Rx 0  
    821      9000.446 DT     0181 Rx 8  00 80 50 02 79 FF 01 00 
    822      9000.570 DT     0281 Rx 8  00 00 00 00 E8 03 00 00 
    823      9004.298 DT     0080 Rx 0  
    824      9014.271 DT     0080 Rx 0  
    825      9024.242 DT     0080 Rx 0  
    826      9030.443 DT     0181 Rx 8  00 80 50 02 78 FF 01 00 
    827      9030.568 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
    828      9034.217 DT     0080 Rx 0  
    829      9044.194 DT     0080 Rx 0  
    830      9054.167 DT     0080 Rx 0  
    831      9060.514 DT     0181 Rx 8  00 80 50 02 79 FF 01 00 
    832      9060.636 DT     0281 Rx 8  00 00 00 00 E8 03 00 00 
    833      9064.138 DT     0080 Rx 0  
    834      9074.116 DT     0080 Rx 0  
    835      9084.092 DT     0080 Rx 0  
    836      9090.330 DT     0181 Rx 8  00 80 50 02 79 FF 01 00 
    837      9090.457 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
    838      9094.065 DT     0080 Rx 0  
    839      9104.040 DT     0080 Rx 0  
    840      9114.015 DT     0080 Rx 0  
    841      9120.420 DT     0181 Rx 8  00 80 50 02 78 FF 01 00 
    842      9120.545 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
    843      9123.991 DT     0080 Rx 0  
    844      9133.966 DT     0080 Rx 0  
    845      9143.941 DT     0080 Rx 0  
    846      9153.917 DT     0080 Rx 0  
    847      9163.893 DT     0080 Rx 0  
    848      9173.867 DT     0080 Rx 0  
    849      9183.842 DT     0080 Rx 0  
    850      9193.820 DT     0080 Rx 0  
    851      9203.693 DT     0080 Rx 0  
    852      9213.668 DT     0080 Rx 0  
    853      9216.726 DT     0201 Rx 6  06 00 00 00 00 00 
    854      9217.344 DT     0181 Rx 8  00 80 50 03 78 FF 01 00 
    855      9220.715 DT     0201 Rx 6  07 00 00 00 00 00 
    856      9222.710 DT     0201 Rx 6  0F 00 00 00 00 00 
    857      9223.644 DT     0080 Rx 0  
    858      9233.619 DT     0080 Rx 0  
    859      9243.594 DT     0080 Rx 0  
    860      9247.145 DT     0181 Rx 8  00 80 33 03 78 FF 01 00 
    861      9253.570 DT     0080 Rx 0  
    862      9263.545 DT     0080 Rx 0  
    863      9273.522 DT     0080 Rx 0  
    864      9283.499 DT     0080 Rx 0  
    865      9293.476 DT     0080 Rx 0  
    866      9301.315 DT     0181 Rx 8  00 80 33 82 78 FF 01 00 
    867      9303.450 DT     0080 Rx 0  
    868      9307.184 DT     0281 Rx 8  00 00 00 00 18 FC FF FF 
    869      9313.427 DT     0080 Rx 0  
    870      9323.403 DT     0080 Rx 0  
    871      9331.170 DT     0181 Rx 8  00 80 37 86 77 FF 01 00 
    872      9333.375 DT     0080 Rx 0  
    873      9337.183 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
    874      9343.350 DT     0080 Rx 0  
    875      9353.328 DT     0080 Rx 0  
    876      9363.301 DT     0080 Rx 0  
    877      9373.279 DT     0080 Rx 0  
    878      9374.292 DT     0181 Rx 8  00 80 37 86 76 FF 01 00 
    879      9374.414 DT     0281 Rx 8  00 00 00 00 18 FC FF FF 
    880      9383.253 DT     0080 Rx 0  
    881      9393.231 DT     0080 Rx 0  
    882      9403.208 DT     0080 Rx 0  
    883      9404.118 DT     0181 Rx 8  00 80 37 86 77 FF 01 00 
    884      9404.245 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
    885      9413.186 DT     0080 Rx 0  
    886      9423.162 DT     0080 Rx 0  
    887      9433.141 DT     0080 Rx 0  
    888      9434.103 DT     0181 Rx 8  00 80 37 86 76 FF 01 00 
    889      9434.228 DT     0281 Rx 8  00 00 00 00 E8 03 00 00 
    890      9443.118 DT     0080 Rx 0  
    891      9453.092 DT     0080 Rx 0  
    892      9463.070 DT     0080 Rx 0  
    893      9464.092 DT     0181 Rx 8  00 80 37 86 76 FF 01 00 
    894      9464.217 DT     0281 Rx 8  00 00 00 00 18 FC FF FF 
    895      9473.049 DT     0080 Rx 0  
    896      9483.025 DT     0080 Rx 0  
    897      9493.001 DT     0080 Rx 0  
    898      9494.065 DT     0181 Rx 8  00 80 37 86 77 FF 01 00 
    899      9494.190 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
    900      9502.978 DT     0080 Rx 0  
    901      9512.955 DT     0080 Rx 0  
    902      9522.933 DT     0080 Rx 0  
    903      9524.015 DT     0181 Rx 8  00 80 37 86 77 FF 01 00 
    904      9524.142 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
    905      9532.909 DT     0080 Rx 0  
    906      9542.885 DT     0080 Rx 0  
    907      9552.862 DT     0080 Rx 0  
    908      9562.837 DT     0080 Rx 0  
    909      9572.814 DT     0080 Rx 0  
    910      9577.163 DT     0181 Rx 8  00 80 37 86 78 FF 01 00 
    911      9577.287 DT     0281 Rx 8  00 00 00 00 E8 03 00 00 
    912      9582.789 DT     0080 Rx 0  
    913      9592.768 DT     0080 Rx 0  
    914      9602.745 DT     0080 Rx 0  
    915      9606.977 DT     0181 Rx 8  00 80 37 86 78 FF 01 00 
    916      9607.104 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
    917      9612.721 DT     0080 Rx 0  
    918      9622.699 DT     0080 Rx 0  
    919      9632.676 DT     0080 Rx 0  
    920      9636.969 DT     0181 Rx 8  00 80 37 86 78 FF 01 00 
    921      9637.091 DT     0281 Rx 8  00 00 00 00 18 FC FF FF 
    922      9642.653 DT     0080 Rx 0  
    923      9652.630 DT     0080 Rx 0  
    924      9662.606 DT     0080 Rx 0  
    925      9667.065 DT     0181 Rx 8  00 80 37 86 78 FF 01 00 
    926      9667.192 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
    927      9672.583 DT     0080 Rx 0  
    928      9682.560 DT     0080 Rx 0  
    929      9692.535 DT     0080 Rx 0  
    930      9702.511 DT     0080 Rx 0  
    931      9712.487 DT     0080 Rx 0  
    932      9715.070 DT     0181 Rx 8  00 80 37 86 79 FF 01 00 
    933      9715.192 DT     0281 Rx 8  00 00 00 00 E8 03 00 00 
    934      9722.465 DT     0080 Rx 0  
    935      9732.441 DT     0080 Rx 0  
    936      9742.416 DT     0080 Rx 0  
    937      9744.911 DT     0181 Rx 8  00 80 37 86 78 FF 01 00 
    938      9745.038 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
    939      9752.393 DT     0080 Rx 0  
    940      9762.371 DT     0080 Rx 0  
    941      9772.350 DT     0080 Rx 0  
    942      9778.886 DT     0281 Rx 8  00 00 00 00 E8 03 00 00 
    943      9779.072 DT     0181 Rx 8  00 80 37 86 79 FF 01 00 
    944      9782.326 DT     0080 Rx 0  
    945      9792.305 DT     0080 Rx 0  
    946      9802.282 DT     0080 Rx 0  
    947      9808.845 DT     0181 Rx 8  00 80 37 86 78 FF 01 00 
    948      9808.969 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
    949      9812.258 DT     0080 Rx 0  
    950      9822.235 DT     0080 Rx 0  
    951      9832.212 DT     0080 Rx 0  
    952      9839.976 DT     0181 Rx 8  00 80 37 86 79 FF 01 00 
    953      9840.098 DT     0281 Rx 8  00 00 00 00 E8 03 00 00 
    954      9842.187 DT     0080 Rx 0  
    955      9852.164 DT     0080 Rx 0  
    956      9862.138 DT     0080 Rx 0  
    957      9869.824 DT     0181 Rx 8  00 80 37 86 79 FF 01 00 
    958      9869.949 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
    959      9872.116 DT     0080 Rx 0  
    960      9882.093 DT     0080 Rx 0  
    961      9892.071 DT     0080 Rx 0  
    962      9899.808 DT     0181 Rx 8  00 80 37 86 79 FF 01 00 
    963      9899.934 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
    964      9902.047 DT     0080 Rx 0  
    965      9908.736 DT     0701 Rx 1  05 
    966      9912.026 DT     0080 Rx 0  
    967      9922.002 DT     0080 Rx 0  
    968      9929.905 DT     0181 Rx 8  00 80 37 86 78 FF 01 00 
    969      9930.032 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
    970      9931.981 DT     0080 Rx 0  
    971      9941.956 DT     0080 Rx 0  
    972      9951.934 DT     0080 Rx 0  
    973      9959.799 DT     0181 Rx 8  00 80 37 86 78 FF 01 00 
    974      9959.921 DT     0281 Rx 8  00 00 00 00 18 FC FF FF 
    975      9961.911 DT     0080 Rx 0  
    976      9971.890 DT     0080 Rx 0  
    977      9981.866 DT     0080 Rx 0  
    978      9989.776 DT     0181 Rx 8  00 80 37 86 78 FF 01 00 
    979      9989.903 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
    980      9991.841 DT     0080 Rx 0  
    981     10001.819 DT     0080 Rx 0  
    982     10011.795 DT     0080 Rx 0  
    983     10019.732 DT     0181 Rx 8  00 80 37 86 78 FF 01 00 
    984     10019.856 DT     0281 Rx 8  00 00 00 00 00 00 00 00 
    985     10021.771 DT     0080 Rx 0  
    986     10031.746 DT     0080 Rx 0  
    987     10041.723 DT     0080 Rx 0  
    988     10051.701 DT     0080 Rx 0  
